Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
UGA01,16/12/2016,0000005833,BAGAVE TRADERS,UGA,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"108,971"
GRC01,15/12/2016,0000001815,ERGA PESSOS ATE,GRC,MAINTENANCE/ CONSTRUCTION SER,"166,511"
HQSMS,15/12/2016,0000035984,PricewaterhouseCoopers LLP,GBR,BUSINESS/ ADMINISTRATIVE SER,"341,160"
HQSMS,15/12/2016,0000035984,PricewaterhouseCoopers LLP,GBR,EDUCATION/ TRAINING SERVICES,"150,000"
HQSMS,15/12/2016,0000036833,H. NIZAM DIN AND SONS LTD.,PAK,FABRICS/ LEATHER MATERIALS,"619,000"
HQSMS,15/12/2016,0000036837,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"8,135,040"
HQSMS,15/12/2016,0000036842,O.K.I. GENERAL TRADING LLC,ARE,WATER BUCKET/ BASINE,"233,280"
HQSMS,15/12/2016,0000036847,NRS Relief FZE,ARE,WATER BUCKET/ BASINE,"203,760"
HQSMS,15/12/2016,0000036849,NRS Relief FZE,ARE,BLANKETS,"313,632"
HQSMS,15/12/2016,0000036850,ALPINTER,BEL,BLANKETS,"1,083,439"
HQSMS,15/12/2016,0000036851,NATIONAL TENT HOUSE,PAK,BLANKETS,"523,152"
HQSMS,15/12/2016,0000036865,NATIONAL TENT HOUSE,PAK,BLANKETS,"523,152"
HQSMS,15/12/2016,0000036867,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"1,754,564"
HQSMS,15/12/2016,0000036868,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"876,983"
HQSMS,15/12/2016,0000036869,BIAB INTERNATIONAL AB,SWE,WATER CANS,"111,360"
HQSMS,15/12/2016,0000036871,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"876,983"
HQSMS,15/12/2016,0000036875,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"336,334"
HQSMS,15/12/2016,0000036876,THE MEDICAL EXPORT GROUP BV,NLD,MISC DRUGS,"163,180"
IRQ01,15/12/2016,0000003054,Sayd Farhad Company,IRQ,HOUSEHOLD FURNITURE/EQUIPMENT,"3,950,000"
IRQ01,15/12/2016,0000003055,Escudo Grup A. S.,TUR,BEDCLOTHES/ MATRESSES/ TOWELS,"2,343,600"
JOR01,15/12/2016,0000004389,First Technical Support Company,JOR,BUSINESS/ ADMINISTRATIVE SER,"170,310"
LBN01,15/12/2016,0000002318,IrisGuard Inc,GBR,REGISTRATION EQUIP,"134,800"
MRT01,15/12/2016,0000000972,SMP-ATLAS,MRT,DIESEL,"122,475"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
MRT01,15/12/2016,0000000974,Societe de Negoce International - Commer,MRT,SOAP/CLEANING /HYGIENE SUPPLIE,"112,154"
SYR01,15/12/2016,0000004577,ITC Pharma Ahmad Baalbaki Drugstore,SYR,MISC DRUGS,"770,391"
SYR01,15/12/2016,0000004580,GEORGE & SAMER GHOSSEN TRADING,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"334,395"
SYR01,15/12/2016,0000004580,GEORGE & SAMER GHOSSEN TRADING,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"238,854"
SYR01,15/12/2016,0000004580,GEORGE & SAMER GHOSSEN TRADING,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"191,083"
SYR01,15/12/2016,0000004580,GEORGE & SAMER GHOSSEN TRADING,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"100,849"
SYR01,15/12/2016,0000004581,ISPERCO/ Youssef Esper,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"748,800"
SYR01,15/12/2016,0000004582,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"481,500"
SYR01,15/12/2016,0000004582,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"162,000"
SYR01,15/12/2016,0000004582,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"216,000"
SYR01,15/12/2016,0000004583,ALHOUDA SARL,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"293,800"
SYR01,15/12/2016,0000004583,ALHOUDA SARL,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"293,800"
SYR01,15/12/2016,0000004587,EBLA TRADING JLT,ARE,TOOL KITS,"433,350"
SYR01,15/12/2016,0000004589,AltabaaCo&Part for tRA&Manufac,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"349,257"
SYR01,15/12/2016,0000004589,AltabaaCo&Part for tRA&Manufac,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"254,777"
SYR01,15/12/2016,0000004589,AltabaaCo&Part for tRA&Manufac,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"201,699"
SYR01,15/12/2016,0000004589,AltabaaCo&Part for tRA&Manufac,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"105,096"
ZMB01,15/12/2016,0000001722,MINISTRY OF HOME AFFAIRS- IMMIGRATION HQ,ZMB,SIGNAGE/ PI ACCESSORIES,"509,601"
EGY01,14/12/2016,0000001906,Life Care Technology,CHE,MISC MEDICAL SUPPLIES,"666,667"
EGY01,14/12/2016,0000001906,Life Care Technology,CHE,MISC MEDICAL SUPPLIES,"356,190"
EGY01,14/12/2016,0000001906,Life Care Technology,CHE,MISC MEDICAL SUPPLIES,"438,095"
EGY01,14/12/2016,0000001906,Life Care Technology,CHE,MISC MEDICAL SUPPLIES,"144,095"
EGY01,14/12/2016,0000001907,The Egyptian group company for import &,EGY,MISC MEDICAL SUPPLIES,"250,000"
EGY01,14/12/2016,0000001908,Emak for Computer Manufacturing,EGY,MISC COMPUTER EQUIP/SUPPL,"125,177"
GRC01,14/12/2016,0000001806,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"371,550"
GRC01,14/12/2016,0000001806,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"583,864"
GRC01,14/12/2016,0000001806,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"583,864"
GRC01,14/12/2016,0000001806,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"583,864"
GRC01,14/12/2016,0000001809,ATHENAEUM OMONIA HOTEL MEPE,GRC,CIVIL AFFAIRS SERVICES,"321,561"
HQSMS,14/12/2016,0000036799,NATIONAL TENT HOUSE,PAK,BLANKETS,"394,459"
HQSMS,14/12/2016,0000036801,Scan Global Logistics A/S,DNK,TRANSPORT SUPPORT,"132,750"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,14/12/2016,0000036810,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,14/12/2016,0000036814,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"318,796"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,14/12/2016,0000036814,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"584,610"
HQSMS,14/12/2016,0000036814,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"269,150"
HQSMS,14/12/2016,0000036814,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"146,711"
HQSMS,14/12/2016,0000036816,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"106,265"
HQSMS,14/12/2016,0000036816,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"324,783"
HQSMS,14/12/2016,0000036816,TOYOTA MOTOR CORPORATION,JPN,4x4 SC PICP-UP,"155,476"
HQSMS,14/12/2016,0000036818,MEDIAEDGE:CIA INTERNATIONAL LIMITED,GBR,COMPUTER SERVICES,"198,400"
IRN01,14/12/2016,0000006297,SANAYE BARTAR KESHVAR,IRN,SOAP/CLEANING /HYGIENE SUPPLIE,"510,509"
IRN01,14/12/2016,0000006297,SANAYE BARTAR KESHVAR,IRN,PERSONAL CARE PRODUCTS,"509,971"
JOR01,14/12/2016,0000004384,The Specialized Company for Trade servic,JOR,CONCRETE/ CEMENT/ PLASTER,"768,362"
MRT01,14/12/2016,0000000968,NAVASEM,MRT,PERSONAL CARE PRODUCTS,"114,753"
SYR01,14/12/2016,0000004575,ALHOUDA SARL,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"913,000"
TUR01,14/12/2016,0000003144,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"1,159,878"
TUR01,14/12/2016,0000003144,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"179,835"
GRC01,13/12/2016,0000001796,KUEHNE + NAGEL,GRC,STORAGE/PACKING/HANDLING,"106,157"
GRC01,13/12/2016,0000001796,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"106,157"
GRC01,13/12/2016,0000001796,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"106,157"
HQSMS,13/12/2016,0000036761,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"156,600"
HQSMS,13/12/2016,0000036765,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"354,600"
HQSMS,13/12/2016,0000036766,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,166,243"
HQSMS,13/12/2016,0000036766,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,650,557"
HQSMS,13/12/2016,0000036767,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"150,545"
HQSMS,13/12/2016,0000036768,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"438,492"
HQSMS,13/12/2016,0000036770,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"281,760"
HQSMS,13/12/2016,0000036776,"House Matic, S.L.",ESP,PREFABRICATED House,"274,777"
HQSMS,13/12/2016,0000036780,S.K. CORPORATION,PAK,BAKERY PRODUCTS,"168,640"
HQSMS,13/12/2016,0000036790,KITCHEN ESSENTIALS,IND,KITCHENWARE,"158,525"
HQSMS,13/12/2016,0000036790,KITCHEN ESSENTIALS,IND,KITCHENWARE,"136,705"
LBN01,13/12/2016,0000002312,ICC SAL,LBN,DATA COLLECTION EQUIPMENT,"214,200"
PAK01,13/12/2016,0000005396,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,346,000"
SYR01,13/12/2016,0000004570,TAREK SAYEGH Est For Trading&Contracting,LBN,STRUCTURAL BUILDING PRODUCTS /,"739,290"
SYR01,13/12/2016,0000004571,RIAD CHAMSOU TRADING GROUP,TUR,STRUCTURAL BUILDING PRODUCTS /,"602,655"
SYR01,13/12/2016,0000004573,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"642,000"
SYR01,13/12/2016,0000004573,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"324,000"
SYR01,13/12/2016,0000004573,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"162,000"
TUR01,13/12/2016,0000003135,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"569,896"
TUR01,13/12/2016,0000003135,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"529,801"
TUR01,13/12/2016,0000003135,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"964,976"
GRC01,12/12/2016,0000001791,UNIGREEN S.A.,GRC,BEDCLOTHES/ MATRESSES/ TOWELS,"112,611"
HQSMS,12/12/2016,0000036716,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"444,900"
HQSMS,12/12/2016,0000036723,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"316,037"
HQSMS,12/12/2016,0000036733,EDILSIDER S.P.A.,ITA,PREFABRICATED House,"126,155"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,12/12/2016,0000036734,NATIONAL TENT HOUSE,PAK,BLANKETS,"270,132"
HQSMS,12/12/2016,0000036737,NRS Relief FZE,ARE,BLANKETS,"362,880"
HQSMS,12/12/2016,0000036738,ALPINTER,BEL,BLANKETS,"362,926"
HQSMS,12/12/2016,0000036740,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"241,480"
HQSMS,12/12/2016,0000036746,NUTRISET SAS,FRA,PREPARED/ PRESERVED FOODS,"111,191"
HQSMS,12/12/2016,0000036747,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"230,350"
MEX01,12/12/2016,0000000459,CYUSA GRUPO EMPRESARIAL S. DE RL DE CV,MEX,MAINTENANCE/ CONSTRUCTION SER,"396,487"
PSFRR,12/12/2016,0000000949,APPCO GROUP ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"106,157"
PSFRR,12/12/2016,0000000950,Delta Promotions srl,ITA,ADVERTISING/ INFORMATION SER,"244,161"
SYR01,12/12/2016,0000004563,Ahmad Wessam Alsayed,SYR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"137,661"
SYR01,12/12/2016,0000004568,ZAGROS,SYR,CONCRETE/ CEMENT/ PLASTER,"107,250"
SYR01,12/12/2016,0000004569,SARA COMPANY,SYR,CONCRETE/ CEMENT/ PLASTER,"400,065"
TUR01,12/12/2016,0000003132,2AA TIP TEKNOLOJILERI VE BILGI SISTEMLER,TUR,SOAP/CLEANING /HYGIENE SUPPLIE,"104,500"
UGA01,12/12/2016,0000005818,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"349,229"
UGA01,12/12/2016,0000005818,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"1,396,916"
HQSMS,10/12/2016,0000036703,DANOFFICE PLC,DNK,COMPUTERS,"140,550"
GRC01,09/12/2016,0000001780,MAIANDROS TECHNIKI S.A.,GRC,MAINTENANCE/ CONSTRUCTION SER,"150,659"
GRC01,09/12/2016,0000001780,MAIANDROS TECHNIKI S.A.,GRC,MAINTENANCE/ CONSTRUCTION SER,"379,088"
GRC01,09/12/2016,0000001780,MAIANDROS TECHNIKI S.A.,GRC,MAINTENANCE/ CONSTRUCTION SER,"413,366"
HQSMS,09/12/2016,0000036588,K. ARANO AND CO. LTD.,JPN,TANKERS,"116,658"
HQSMS,09/12/2016,0000036588,K. ARANO AND CO. LTD.,JPN,TANKERS,"126,510"
HQSMS,09/12/2016,0000036684,WILLIS LTD,GBR,INSURANCE SERVICES,"160,000"
HQSMS,09/12/2016,0000036684,WILLIS LTD,GBR,INSURANCE SERVICES,"205,000"
HQSMS,09/12/2016,0000036697,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"153,090"
TUR01,09/12/2016,0000003129,MRC TASARIM PROJE YONETIMI,TUR,MAINTENANCE/ CONSTRUCTION SER,"601,345"
ETH01,08/12/2016,0000005237,Diligent Construction PLC,ETH,MAINTENANCE/ CONSTRUCTION SER,"109,121"
HQSMS,08/12/2016,0000036126,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"136,004"
HQSMS,08/12/2016,0000036126,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"558,573"
HQSMS,08/12/2016,0000036663,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"1,002,437"
HQSMS,08/12/2016,0000036667,Tana Netting FZ-LLC,ARE,MOSQUITO NET,"260,260"
SSD01,08/12/2016,0000002797,HIGSADE TRANSPORTERS COMPANY LTD,KEN,CARGO/PASSENGER TRANSPORT,"150,000"
HQSMS,07/12/2016,0000036620,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"441,068"
HQSMS,07/12/2016,0000036623,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"129,549"
HQSMS,07/12/2016,0000036624,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"137,111"
HQSMS,07/12/2016,0000036631,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"115,529"
HQSMS,07/12/2016,0000036644,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"207,595"
HQSMS,07/12/2016,0000036646,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"304,722"
HQSMS,07/12/2016,0000036647,NATIONAL TENT HOUSE,PAK,BLANKETS,"645,201"
HQSMS,07/12/2016,0000036649,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"382,140"
HQSMS,07/12/2016,0000036650,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"495,000"
NGA01,07/12/2016,0000001256,Ministry of Reconstruction Reh and Reset,NGA,BUSINESS/ ADMINISTRATIVE SER,"205,276"
SYR01,07/12/2016,0000004560,ZAGROS,SYR,BUSINESS/ ADMINISTRATIVE SER,"204,993"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TUR01,07/12/2016,0000003124,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"4,249,751"
GRC01,06/12/2016,0000001775,KUEHNE + NAGEL,GRC,TRANSPORT SUPPORT,"212,314"
JOR01,06/12/2016,0000004366,Irbid District Electricity Company LTD,JOR,MAINTENANCE/ CONSTRUCTION SER,"145,836"
JOR01,06/12/2016,0000004368,ABU SHREIKH CONTRACTING CO,JOR,MAINTENANCE/ CONSTRUCTION SER,"172,547"
KEN01,06/12/2016,0000009435,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"141,770"
KEN01,06/12/2016,0000009435,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"141,770"
KEN01,06/12/2016,0000009436,HASHI ENERGY LIMITED,KEN,DIESEL,"260,677"
KEN01,06/12/2016,0000009436,HASHI ENERGY LIMITED,KEN,DIESEL,"260,677"
KEN01,06/12/2016,0000009436,HASHI ENERGY LIMITED,KEN,DIESEL,"260,677"
SLE01,06/12/2016,0000000972,"GOODING,Angela",SLE,BUSINESS/ ADMINISTRATIVE SER,"130,000"
SSD01,06/12/2016,0000002786,Tristar Transport LLC,ARE,DIESEL,"400,000"
TUR01,06/12/2016,0000003120,OZTEKIN TEKNIK SERVIS EKIP SAV SAN,TUR,RECREATIONAL/PLAYGROUND EQUIP,"346,290"
TUR01,06/12/2016,0000003120,OZTEKIN TEKNIK SERVIS EKIP SAV SAN,TUR,RECREATIONAL/PLAYGROUND EQUIP,"160,000"
TUR01,06/12/2016,0000003121,IRMAK OYUNCAK PARK VE BAHCE ELEMANLARI,TUR,RECREATIONAL/PLAYGROUND EQUIP,"123,000"
TUR01,06/12/2016,0000003123,SERKAN SEZER SPOR ALETLERI SAN. TIC.,TUR,RECREATIONAL/PLAYGROUND EQUIP,"112,530"
UGA01,06/12/2016,0000005803,CRESTANKS LIMITED,UGA,WATER PIPES/ RELATED SUPPLIERS,"134,494"
CMR01,05/12/2016,0000003853,BERCO TECHNOLOGY SARL,CMR,SOLAR GENERATORS/ SUPPLIES,"400,985"
HQSMS,05/12/2016,0000036547,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"189,877"
HQSMS,05/12/2016,0000036548,NATIONAL TENT HOUSE,PAK,BLANKETS,"270,132"
JOR01,05/12/2016,0000004365,Irbid District Electricity Company LTD,JOR,UTILITIES,"345,497"
SYR01,05/12/2016,0000004552,UNDP,USA,BUSINESS/ ADMINISTRATIVE SER,"326,636"
SYR01,05/12/2016,0000004553,UNDP,USA,SECURITY/ SAFETY SERVICES,"246,850"
TUR01,05/12/2016,0000003114,ALTUNOZ ITHALAT IHRACAT SANAYI,TUR,STRUCTURAL BUILDING PRODUCTS /,"1,058,900"
UGA01,05/12/2016,0000005797,JOINT MEDICAL STORE,UGA,MISC MEDICAL SUPPLIES,"135,547"
UGA01,05/12/2016,0000005801,GITTOES PHARMACEUTICALS LTD,UGA,MISC MEDICAL SUPPLIES,"142,099"
EGY01,04/12/2016,0000001901,Egyptian Post Authority,EGY,BUSINESS/ ADMINISTRATIVE SER,"713,066"
SYR01,04/12/2016,0000004551,RIAD CHAMSOU TRADING GROUP,TUR,HOUSEHOLD FURNITURE/EQUIPMENT,"200,885"
SYR01,04/12/2016,0000004551,RIAD CHAMSOU TRADING GROUP,TUR,HOUSEHOLD FURNITURE/EQUIPMENT,"401,770"
SYR01,04/12/2016,0000004551,RIAD CHAMSOU TRADING GROUP,TUR,HOUSEHOLD FURNITURE/EQUIPMENT,"391,860"
COL01,02/12/2016,0000003390,UNION TEMPORAL TOYONORTE LTDA - CVI S.A.,COL,4x4 STATION WAGON,"198,646"
COL01,02/12/2016,0000003390,UNION TEMPORAL TOYONORTE LTDA - CVI S.A.,COL,4x4 STATION WAGON,"240,522"
HQSMS,02/12/2016,0000036542,GSOL Energy Global A/S,DNK,SOLAR GENERATORS/ SUPPLIES,"361,852"
HQSMS,02/12/2016,0000036543,NATIONAL TENT HOUSE,PAK,FABRICS/ LEATHER MATERIALS,"664,020"
ETH01,01/12/2016,0000005196,NATIONAL OIL ETHIOPIA PLC,ETH,COOKING STOVES,"548,287"
GRC01,01/12/2016,0000001766,ARISTEIDIS MAVROGIANNAKIS & SIA E.E.,GRC,BUSINESS/ ADMINISTRATIVE SER,"165,762"
HQSMS,01/12/2016,0000036514,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"115,200"
HQSMS,01/12/2016,0000036517,NRS Relief FZE,ARE,BLANKETS,"243,331"
HQSMS,01/12/2016,0000036519,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"124,800"
HQSMS,01/12/2016,0000036524,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"118,560"
HQSMS,01/12/2016,0000036526,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"148,200"
HQSMS,01/12/2016,0000036532,Paramount Tarpaulin Industries,PAK,BLANKETS,"187,229"
JOR01,01/12/2016,0000004351,Electricity Distribution Company (EDCO),JOR,POWER CONVERSION/ STABILIZER,"130,085"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
JOR01,01/12/2016,0000004352,Electricity Distribution Company (EDCO),JOR,POWER CONVERSION/ STABILIZER,"188,047"
KEN01,01/12/2016,0000009420,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"418,009"
KEN01,01/12/2016,0000009421,Orad Control Solutions Ltd,KEN,SECURITY/ DETECTION EQUIP/ SUP,"239,600"
SDN01,01/12/2016,0000005827,ALWAHA FOR SUPPLIES CO. LTD,SDN,SOAP/CLEANING /HYGIENE SUPPLIE,"147,710"
SDN01,01/12/2016,0000005827,ALWAHA FOR SUPPLIES CO. LTD,SDN,SOAP/CLEANING /HYGIENE SUPPLIE,"147,710"
TUR01,01/12/2016,0000003098,Teslakom Bilisim ve Telekomunikasyon A.S,TUR,MISC TELECOMS ACCESSORIES,"156,000"
UGA01,01/12/2016,0000005791,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"264,034"
UGA01,01/12/2016,0000005793,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"248,624"
UGA01,01/12/2016,0000005793,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"248,624"
ETH01,30/11/2016,0000005188,CrystalCon Construction,ETH,MAINTENANCE/ CONSTRUCTION SER,"126,546"
HQSMS,30/11/2016,0000036476,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"224,400"
HQSMS,30/11/2016,0000036497,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"1,737,000"
HQSMS,30/11/2016,0000036498,VESTERGAARD S.A.,CHE,MOSQUITO NET,"192,720"
HQSMS,30/11/2016,0000036499,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"289,500"
HQSMS,30/11/2016,0000036500,NATIONAL TENT HOUSE,PAK,BLANKETS,"553,029"
HQSMS,30/11/2016,0000036501,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"501,219"
HQSMS,30/11/2016,0000036502,KITCHEN ESSENTIALS,IND,KITCHENWARE,"595,308"
HQSMS,30/11/2016,0000036504,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,30/11/2016,0000036504,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,30/11/2016,0000036504,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,30/11/2016,0000036504,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"158,530"
HQSMS,30/11/2016,0000036504,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,30/11/2016,0000036504,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
KEN01,30/11/2016,0000009409,UNITED NATIONS OFFICE AT NAIROBI,KEN,HEALTHCARE SERVICES,"155,869"
KEN01,30/11/2016,0000009410,KENGAS LINK LTD,KEN,TRANSPORT SUPPORT,"139,792"
KEN01,30/11/2016,0000009412,MINOLTA LIMITED,KEN,TRANSPORT SUPPORT,"119,097"
LBN01,30/11/2016,0000002306,MEDCO S.A.L,LBN,FUELS (UNSPECIFIED),"1,000,000"
SDN01,30/11/2016,0000005820,Galgalo Transportation Services Enterpri,SDN,TRANSPORT SUPPORT,"110,000"
TUR01,30/11/2016,0000003095,ALTUNOZ ITHALAT IHRACAT SANAYI,TUR,BEDCLOTHES/ MATRESSES/ TOWELS,"868,000"
EGY01,29/11/2016,0000001897,INTERNATIONAL EMERGING FILM TALENT ASSOC,MCO,ADVERTISING/ INFORMATION SER,"174,967"
HQSMS,29/11/2016,0000036430,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"140,828"
HQSMS,29/11/2016,0000036430,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"140,828"
