Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
SDN01,20-11-12,0000004488,TECHNO RELIEF SERVICES,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"240,974.15"
YEM01,20-11-12,0000002193,SHARAF EDDIN OFFICE FOR GEN. CONTRACTS,YEM,MAINTENANCE/ CONSTRUCTION SER,"149,873.60"
KOR01,19-11-12,0000000455,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"273,804.52"
HQSMS,19-11-12,0000021325,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"244,800.00"
HQSMS,19-11-12,0000021329,CISCO SYSTEMS INC,USA,NETWORK COMPONENTS / ACCESS,"703,344.40"
SYR01,19-11-12,0000003183,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"947,500.00"
IRQ01,19-11-12,0000001510,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"411,570.00"
HQSMS,19-11-12,0000021331,TEXT BOOK CENTRE LTD,KEN,PRINTED MEDIA,"289,964.54"
HQSMS,19-11-12,0000021341,SITA,CHE,COMPUTER SERVICES,"255,300.00"
SYR01,19-11-12,0000003184,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"748,525.00"
IRQ01,19-11-12,0000001509,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"109,480.00"
SDN01,19-11-12,0000004484,TECHNO RELIEF SERVICES,KEN,PERSONAL CARE PRODUCTS,"177,761.46"
HQSMS,19-11-12,0000021343,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"202,500.00"
KEN01,19-11-12,0000005447,SPINNERS AND SPINNERS LTD,KEN,BLANKETS,"120,748.24"
HQSMS,16-11-12,0000021310,LANDMARK RESOURCES FZCO,ARE,SPARE PARTS/ ACCESSORIES,"130,985.00"
HQSMS,16-11-12,0000021299,CISCO SYSTEMS INC,USA,SATELLITE EQUIP/ ACCESSORIES,"104,790.70"
HQSMS,16-11-12,0000021319,KOCH Anhangerwerke GmbH and Co. KG,DEU,COOKING STOVES,"125,699.22"
JOR01,16-11-12,0000001573,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"141,242.94"
JOR01,16-11-12,0000001567,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"138,728.82"
ETH01,15-11-12,0000002295,DANISH REFUGEE COUNCIL,DNK,BUSINESS/ ADMINISTRATIVE SER,"185,462.81"
HQSMS,15-11-12,0000021290,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"168,075.00"
HQSMS,15-11-12,0000021288,FWW FAHRZEUGWERK Gmbh,DEU,GENERAL CARGO TRUCKS,"465,561.75"
HQSMS,15-11-12,0000021294,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"413,447.27"
IRQ01,15-11-12,0000001505,Al Sami General Trade Company Ltd,JOR,SOAP/CLEANING /HYGIENE SUPPLIE,"164,400.00"
IRQ01,15-11-12,0000001502,Al Sami General Trade Company Ltd,JOR,COOKING STOVES,"128,000.00"
ETH01,15-11-12,0000002293,SHALA ENGINEERING & CONSTRUCTION PLC,ETH,MAINTENANCE/ CONSTRUCTION SER,"247,465.97"
ETH01,15-11-12,0000002294,DAWIT MOGES BUILDING CONSTRUCTION,ETH,MAINTENANCE/ CONSTRUCTION SER,"592,721.73"
HQSMS,15-11-12,0000021296,PA CONSULTING SERVICES LIMITED,GBR,COMPUTER SERVICES,"122,536.35"
HQSMS,14-11-12,0000021279,ICOM FRANCE,FRA,VHF EQUIPMENT,"106,013.14"
HQSMS,14-11-12,0000021248,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"325,104.00"
HQSMS,14-11-12,0000021240,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"129,500.00"
BDI01,14-11-12,0000000484,INTERPETROL BURUNDI,BDI,DIESEL,"114,526.01"
HQSMS,14-11-12,0000021253,NATIONAL TENT HOUSE,PAK,BLANKETS,"148,800.00"
JOR01,14-11-12,0000001558,International for foam and Mattresses,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"797,881.36"
DONIK,14-11-12,0000000088,GOV United States of America - USAID,USA,PREPARED/ PRESERVED FOODS,"223,896.96"
HQSMS,14-11-12,0000021270,Paramount Tarpaulin Industries,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"198,198.00"
BDI01,14-11-12,0000000485,INTERPETROL BURUNDI,BDI,DIESEL,"170,500.00"
SYR01,13-11-12,0000003181,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"449,500.00"
COD01,13-11-12,0000004486,ENGEN RDC,COD,DIESEL,"173,344.50"
HQSMS,13-11-12,0000021223,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"122,605.00"
HQSMS,13-11-12,0000021215,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"129,500.00"
HQSMS,13-11-12,0000021209,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"106,000.00"
HQSMS,12-11-12,0000021182,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"238,436.76"
ESH01,12-11-12,0000000226,KUEHNE AND NAGEL A/S,DNK,CHARTERS,"629,533.68"
JOR01,12-11-12,0000001557,Tawlefah for Scrap  Trading Co. Ltd.,JOR,MAINTENANCE/ CONSTRUCTION SER,"141,242.94"
HQSMS,12-11-12,0000021186,DANOFFICE SA,CHE,COMPUTERS,"359,893.25"
HQSMS,12-11-12,0000021193,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"303,372.98"
HQSMS,12-11-12,0000021194,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"104,200.00"
HQSMS,12-11-12,0000021199,PRIYANKA (INDIA) PVT LTD,IND,WATER BUCKET/ BASINE,"158,785.92"
HQSMS,12-11-12,0000021204,VANDANA LOGISTICS,IND,KITCHENWARE,"103,804.20"
HQSMS,12-11-12,0000021189,Paramount Tarpaulin Industries,PAK,BLANKETS,"259,632.45"
AFG01,11-11-12,0000002939,CISCO SYSTEMS INC,USA,NETWORK COMPONENTS / ACCESS,"121,891.10"
HQSMS,09-11-12,0000021140,PLANSON EUROPE,DNK,COMPUTERS,"180,450.00"
HQSMS,09-11-12,0000021164,ICOM FRANCE,FRA,ANTENNAS/ ANTENNA ACCESSORIES,"110,805.05"
SSD01,09-11-12,0000000390,WORLD FOOD PROGRAMME,ITA,CHARTERS,"126,967.50"
HQSMS,09-11-12,0000021154,TOYOTA MOTOR CORPORATION,JPN,DELIVERY VEHICLES/ PICK-UPS,"158,810.40"
DONIK,09-11-12,0000000085,GOV Ireland - Irish Aid,IRL,BLANKETS,"480,757.99"
HQSMS,08-11-12,0000021120,EMERGING MARKETS COMMUNICATIONS INC,USA,SATELLITE EQUIP/ ACCESSORIES,"131,726.80"
HQSMS,08-11-12,0000021119,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"165,480.00"
HQSMS,08-11-12,0000021116,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"107,250.00"
HQSMS,08-11-12,0000021125,DANOFFICE SA,CHE,MISC COMPUTER EQUIP/SUPPL,"143,139.78"
HQSMS,08-11-12,0000021128,DANOFFICE SA,CHE,COMPUTERS,"649,829.68"
HQSMS,08-11-12,0000021127,DANOFFICE PLC,DNK,ELECTRONIC DATA STORAGE EQUIP,"192,240.00"
SOM01,07-11-12,0000000871,UNDP REPRESENTATIVE IN SOMALIA,KEN,BUSINESS/ ADMINISTRATIVE SER,"305,206.01"
SOM01,07-11-12,0000000870,UNDP REPRESENTATIVE IN SOMALIA,KEN,BUSINESS/ ADMINISTRATIVE SER,"125,735.00"
HQSMS,07-11-12,0000021076,United Nations Institute Train/Research,CHE,SATELLITE EQUIP/ ACCESSORIES,"157,531.00"
THA01,07-11-12,0000000778,"BARA WINDSOR & CO.,LTD.",THA,TERRAIN VEHICLES,"114,097.92"
LBR01,07-11-12,0000001435,UNITED NATIONS MISSION IN LIBERIA,LBR,CHARTERS,"152,459.80"
HQSMS,07-11-12,0000021100,CODAN LTD.,AUS,HF EQUIPMENT,"160,905.84"
HQSMS,07-11-12,0000021098,CODAN LTD.,AUS,HF EQUIPMENT,"398,094.97"
HQSMS,07-11-12,0000021077,United Nations Institute Train/Research,CHE,SATELLITE EQUIP/ ACCESSORIES,"118,900.00"
HQSMS,07-11-12,0000021083,CODAN LTD.,AUS,HF EQUIPMENT,"119,227.88"
SYR01,06-11-12,0000003171,MEDICAL SUPPLY & SERVICE COMPANY,SYR,MISC MEDICAL SUPPLIES,"120,600.00"
JOR01,06-11-12,0000001547,ABDUL LATIF JAMEEL RETAIL COMPANY LTD,SAU,TERRAIN VEHICLES,"394,666.67"
ETH01,06-11-12,0000002248,AFRICAN HUMANITARIAN AID & DEV.,ETH,TRANSPORT SUPPORT,"124,037.51"
SYR01,06-11-12,0000003168,AL-AMIR Co FOR MEDICAL PRODUCTS,SYR,MISC MEDICAL SUPPLIES,"244,000.00"
JOR01,05-11-12,0000001545,Taiem Sons Constructions Est.,JOR,MAINTENANCE/ CONSTRUCTION SER,"418,079.10"
JOR01,05-11-12,0000001544,Taiem Sons Constructions Est.,JOR,MAINTENANCE/ CONSTRUCTION SER,"409,322.03"
JOR01,04-11-12,0000001543,Tawlefah Logistics Service,JOR,SOAP/CLEANING /HYGIENE SUPPLIE,"148,956.22"
TZA01,02-11-12,0000002312,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"106,312.24"
LBR01,02-11-12,0000001427,UNITED NATIONS MISSION IN LIBERIA,LBR,DIESEL,"100,486.04"
LBR01,02-11-12,0000001425,UNITED NATIONS MISSION IN LIBERIA,LBR,DIESEL,"139,434.10"
HQSMS,02-11-12,0000021051,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"278,200.00"
IRQ01,01-11-12,0000001486,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"111,690.00"
KEN01,01-11-12,0000005404,KNIGHT FRANK KENYA LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"141,056.47"
KEN01,01-11-12,0000005405,KNIGHT FRANK KENYA LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"141,056.47"
SSD01,01-11-12,0000000372,UNITED NATIONS MISSION IN SOUTH SUDAN,SSD,CHARTERS,"179,145.95"
ESH01,31-10-12,0000000221,KUEHNE AND NAGEL A/S,DNK,STORAGE/PACKING/HANDLING,"102,960.10"
ETH01,31-10-12,0000002227,FAMILY HEALTH INTERNATIONAL (FHI 360),USA,ENGINEERING SERVICES,"260,460.00"
ETH01,31-10-12,0000002233,BOTOR BUILDING CONTRACTOR,ETH,MAINTENANCE/ CONSTRUCTION SER,"102,602.84"
ETH01,31-10-12,0000002232,JEMAL MOHAMMED BUILDING CONTRACTOR,ETH,DECONTAMINATION/ CLEANING SER,"107,467.26"
UGA01,31-10-12,0000003273,AFRICA MOTORS & MACHINERY,UGA,GENERAL CARGO TRUCKS,"171,200.00"
SYR01,31-10-12,0000003165,NEW MACHINARY CO.,SYR,TRANSPORT SUPPORT,"150,000.00"
HQSMS,30-10-12,0000021034,ERNST & YOUNG AG,CHE,FINANCIAL SERVICES,"145,100.00"
HQSMS,30-10-12,0000021040,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,DELIVERY VEHICLES/ PICK-UPS,"225,969.35"
IRQ01,30-10-12,0000001481,Al Sami General Trade Company Ltd,JOR,SOAP/CLEANING /HYGIENE SUPPLIE,"164,400.00"
PAK01,30-10-12,0000003826,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"500,500.00"
HQSMS,29-10-12,0000021031,DAMCO DENMARK A/S,DNK,TRANSPORT SUPPORT,"102,772.20"
HQSMS,29-10-12,0000021026,VAN VLIET XL GROUP FZE,ARE,GENERAL CARGO TRUCKS,"103,732.30"
COG01,29-10-12,0000001021,X-OIL  CONGO,COG,PETROL/BENZINE,"117,771.68"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,25-10-12,0000021016,PLANSON EUROPE,DNK,COMPUTERS,"138,000.00"
UGA01,24-10-12,0000003261,TOYOTA UGANDA LTD,UGA,TERRAIN VEHICLES,"377,162.00"
HQSMS,24-10-12,0000021010,UN OFFICE FOR PROJECT SERVICES,DNK,BUSINESS/ ADMINISTRATIVE SER,"515,269.54"
PAK01,24-10-12,0000003823,CANADEM,CAN,FINANCIAL SERVICES,"105,000.00"
GHA01,24-10-12,0000000888,GHANA IMMIGRATION SERVICE,GHA,CIVIL AFFAIRS SERVICES,"105,652.40"
RWA01,23-10-12,0000000834,NATIONAL UNIVERSITY OF RWANDA,RWA,FINANCIAL SERVICES,"116,941.11"
SYR01,23-10-12,0000003160,MEDICAL GROUP,SYR,MISC MEDICAL SUPPLIES,"300,000.00"
HQSMS,23-10-12,0000020989,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"760,799.65"
SDN01,22-10-12,0000004461,San Barka Trading Enterprises,SDN,WATER CANS,"219,375.00"
HQSMS,22-10-12,0000020977,EMERGING MARKETS COMMUNICATIONS INC,USA,TELECOMS SERVICES,"1,658,000.00"
AFG01,21-10-12,0000002892,Farmingtons AUTOMOTIVE Gmbh,DEU,SPARE PARTS/ ACCESSORIES,"111,652.51"
JOR01,21-10-12,0000001510,Taiem Sons Constructions Est.,JOR,MAINTENANCE/ CONSTRUCTION SER,"250,495.05"
YEM01,20-10-12,0000002133,UNITED NATIONS OFFICE FOR PROJECT SERVIC,JOR,BUSINESS/ ADMINISTRATIVE SER,"195,648.00"
HQSMS,19-10-12,0000020960,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"114,027.81"
HQSMS,19-10-12,0000020958,N-R-S INTERNATIONAL -  FZE,ARE,BLANKETS,"326,250.00"
HQSMS,19-10-12,0000020962,NATIONAL TENT HOUSE,PAK,BLANKETS,"442,306.80"
HQSMS,19-10-12,0000020963,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"103,397.68"
HQSMS,19-10-12,0000020964,ALPINTER,BEL,BLANKETS,"249,312.00"
HQSMS,19-10-12,0000020967,TOYOTA MOTOR CORPORATION,JPN,MINIBUSES/ BUSES,"286,471.00"
HQSMS,19-10-12,0000020968,BALDEV WOOLLEN INTERNATIONAL,IND,BLANKETS,"156,147.60"
HQSMS,19-10-12,0000020948,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"178,612.50"
MMR01,18-10-12,0000001037,Zydus Pharmaceuticals Ltd.,MMR,EMERGENCY HEALTH KIT,"130,126.09"
HQSMS,18-10-12,0000020937,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"174,900.00"
SSD01,17-10-12,0000000353,DANISH REFUGEE COUNCIL - DRC,DNK,FINANCIAL SERVICES,"166,770.00"
HQSMS,17-10-12,0000020916,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"193,672.50"
JOR01,17-10-12,0000001505,Taiem Sons Constructions Est.,JOR,MAINTENANCE/ CONSTRUCTION SER,"500,990.10"
HQSMS,17-10-12,0000020907,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"663,423.44"
HQSMS,16-10-12,0000020877,ANAND INTERNATIONAL,IND,BLANKETS,"140,882.72"
HQSMS,16-10-12,0000020888,ANAND INTERNATIONAL,IND,BLANKETS,"332,338.72"
ETH01,16-10-12,0000002206,DEBRE BERHAN BLANKET FACTORY,ETH,BLANKETS,"150,000.00"
HQSMS,15-10-12,0000020855,DURBIN PLC,GBR,MISC DRUGS,"1,808,881.95"
HQSMS,15-10-12,0000020856,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"104,571.36"
HQSMS,15-10-12,0000020859,HESCO BASTION LTD.,GBR,PERSONAL SAFETY/ PROTECTION,"102,768.24"
HQSMS,15-10-12,0000020861,CAN STUDIOS LIMITED,GBR,EDUCATION/ TRAINING SERVICES,"103,150.00"
HQSMS,15-10-12,0000020862,CAN STUDIOS LIMITED,GBR,EDUCATION/ TRAINING SERVICES,"131,550.00"
HQSMS,15-10-12,0000020863,SIFY SOFTWARE LIMITED,IND,EDUCATION/ TRAINING SERVICES,"120,000.00"
HQSMS,15-10-12,0000020866,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,075,000.00"
HQSMS,15-10-12,0000020874,N-R-S INTERNATIONAL -  FZE,ARE,BLANKETS,"536,900.00"
PAK01,15-10-12,0000003789,BIO-ID TECHNOLOGIES SA,CHE,COMPUTER SERVICES,"333,000.00"
HQSMS,15-10-12,0000020869,PARKASH WOOLEN INDUSTRIES,IND,BLANKETS,"179,712.00"
ZWE01,12-10-12,0000000221,FERTS SEED AND GRAIN (PVT) LTD,ZWE,MAIZE/CORN,"122,970.20"
ZWE01,12-10-12,0000000216,FERTS SEED AND GRAIN (PVT) LTD,ZWE,MAIZE/CORN,"120,885.93"
KEN01,12-10-12,0000005310,SPECIALIZED ALUMINIUM RENOVATORS LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"1,136,777.87"
HQSMS,11-10-12,0000020821,N-R-S INTERNATIONAL -  FZE,ARE,EMERGENCY HEALTH KIT,"1,039,500.00"
HQSMS,11-10-12,0000020817,N-R-S INTERNATIONAL -  FZE,ARE,EMERGENCY HEALTH KIT,"161,000.00"
HQSMS,11-10-12,0000020833,ALPINTER,BEL,BLANKETS,"381,900.00"
HQSMS,11-10-12,0000020828,VANDANA LOGISTICS,IND,KITCHENWARE,"160,807.68"
HQSMS,11-10-12,0000020823,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"243,425.00"
HQSMS,11-10-12,0000020822,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"244,490.00"
ETH01,10-10-12,0000002199,The Swedish Civil Contingencies,SWE,TRANSPORT SUPPORT,"461,635.00"
KEN01,10-10-12,0000005302,PISU COMPANY LIMITED,KEN,PREPARED/ PRESERVED FOODS,"792,941.18"
SYR01,10-10-12,0000003154,MEDICAL GROUP,SYR,MISC MEDICAL SUPPLIES,"319,925.00"
JOR01,10-10-12,0000001493,Tawlefah for Scrap  Trading Co. Ltd.,JOR,MAINTENANCE/ CONSTRUCTION SER,"113,154.17"
KEN01,10-10-12,0000005301,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"423,529.41"
SDN01,10-10-12,0000004440,Yassin Engineering & Contrating Co. Ltd,SDN,MAINTENANCE/ CONSTRUCTION SER,"136,830.00"
SYR01,10-10-12,0000003153,APEX FOR MEDICAL PROJECTS COMPANY (AMCO),SYR,MISC MEDICAL SUPPLIES,"399,450.00"
HQSMS,09-10-12,0000020778,ALPINTER,BEL,COOKING STOVES,"401,544.40"
HQSMS,09-10-12,0000020790,BOSS PRO-TEC,DEU,GENERAL CARGO TRUCKS,"171,943.37"
HQSMS,09-10-12,0000020787,UNITED NATIONS GENERAL FUND,USA,BUSINESS/ ADMINISTRATIVE SER,"6,392,734.93"
SSD01,09-10-12,0000000333,PACIFIC ARCHITECTS AND ENGINEERS INC. (P,USA,BUSINESS/ ADMINISTRATIVE SER,"9,018,324.00"
HQSMS,09-10-12,0000020776,HUGH WOOD INC,USA,INSURANCE SERVICES,"275,855.00"
ETH01,09-10-12,0000002189,MINISTRY OF COMM. & INFO. TECHNOLOGY,ETH,REPRODUCTION SERVICES,"200,000.00"
ETH01,09-10-12,0000002188,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"387,502.24"
JOR01,09-10-12,0000001492,Taiem Sons Constructions Est.,JOR,MAINTENANCE/ CONSTRUCTION SER,"441,867.57"
RWA01,09-10-12,0000000830,EUROWORLD RENT-A-CAR LTD/EUROPCAR,RWA,TRANSPORT SUPPORT,"102,905.72"
KEN01,09-10-12,0000005299,HASS PETROLEUM (K) LTD,KEN,DIESEL,"502,219.88"
SYR01,07-10-12,0000003139,SAMER GHOSSEN,SYR,PERSONAL CARE PRODUCTS,"499,400.00"
SYR01,07-10-12,0000003137,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"449,500.00"
SYR01,07-10-12,0000003136,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"1,042,250.00"
SYR01,07-10-12,0000003135,ALHOUDA CO.,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"1,024,500.00"
COD01,05-10-12,0000004429,ENGEN RDC,COD,DIESEL,"199,270.00"
KEN01,05-10-12,0000005291,HASS PETROLEUM (K) LTD,KEN,DIESEL,"244,462.93"
KEN01,04-10-12,0000005287,WFP SOMALIA,KEN,CHARTERS,"850,000.00"
HQSMS,04-10-12,0000020755,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"208,288.00"
ETH01,04-10-12,0000002184,BEE FREIGHT TRANSPORT ASSOCIATION,ETH,TRANSPORT SUPPORT,"169,496.67"
TZA01,03-10-12,0000002283,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"245,405.44"
MRT01,03-10-12,0000000450,Sté Med El Moctar O/ Barikalla & frères,MRT,MAINTENANCE/ CONSTRUCTION SER,"433,830.85"
COD01,03-10-12,0000004418,ENGEN RDC,COD,PETROL/BENZINE,"293,000.00"
HQSMS,02-10-12,0000020724,TOYOTA  KENYA LIMITED,KEN,MOTORIZED CYCLES,"103,529.41"
HQSMS,02-10-12,0000020730,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"465,000.00"
HQSMS,01-10-12,0000020721,VANDANA LOGISTICS,IND,KITCHENWARE,"402,019.20"
YEM01,01-10-12,0000002118,SAMADAN STORES,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"531,000.00"
JOR01,01-10-12,0000001475,Alkhyool Electromechanical Co.,JOR,POWER GENERATORS,"117,076.37"
HQSMS,01-10-12,0000020709,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"165,855.86"
KEN01,01-10-12,0000005276,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"140,495.55"
DJI01,30-09-12,0000000583,CARE INTERNATIONAL IN DJIBOUTI,DJI,BUSINESS/ ADMINISTRATIVE SER,"250,000.00"
JOR01,30-09-12,0000001469,International for foam and Mattresses,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"466,275.54"
JOR01,30-09-12,0000001468,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"199,490.81"
JOR01,30-09-12,0000001472,Taiem Sons Constructions Est.,JOR,MAINTENANCE/ CONSTRUCTION SER,"134,087.69"
JOR01,29-09-12,0000001466,Jordan Resources Est.,JOR,OTHER SPECIALIZED VEHICLES,"255,649.72"
JOR01,29-09-12,0000001465,Universal Equipment LTD,JOR,TANKERS,"333,333.33"
UGA01,28-09-12,0000003193,MALCOM INVESTMENTS LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"253,634.60"
HQSMS,27-09-12,0000020697,HCL Technologies Limited,IND,COMPUTER SERVICES,"492,738.00"
DONIK,27-09-12,0000000066,Government of the Republic of Korea,KOR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"149,100.00"
HQSMS,27-09-12,0000020695,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"210,836.71"
HQSMS,25-09-12,0000020674,BOSS PRO-TEC,DEU,GENERAL CARGO TRUCKS,"105,395.23"
HQSMS,25-09-12,0000020679,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"458,480.00"
ETH01,24-09-12,0000002173,UNITED BROTHERS PLC,ETH,SECURITY/ SAFETY SERVICES,"100,658.07"
HQSMS,24-09-12,0000020669,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"116,250.00"
HQSMS,24-09-12,0000020672,VANDANA LOGISTICS,IND,KITCHENWARE,"121,500.00"
ETH01,21-09-12,0000002169,Packtra PLC,ETH,TRANSPORT SUPPORT,"107,249.06"
ETH01,20-09-12,0000002168,Daud Jimale,ETH,MAINTENANCE/ CONSTRUCTION SER,"167,594.12"
HQSMS,20-09-12,0000020652,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"116,600.00"
HQSMS,19-09-12,0000020640,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"240,726.45"
KEN01,18-09-12,0000005254,PISU COMPANY LIMITED,KEN,PREPARED/ PRESERVED FOODS,"874,442.08"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
JOR01,18-09-12,0000001446,Jordan Pioneer For Metal Industry,JOR,PREFABRICATED House,"6,885,593.22"
HQSMS,18-09-12,0000020621,DANOFFICE PLC,DNK,MISC TELECOMS ACCESSORIES,"119,139.60"
HQSMS,17-09-12,0000020619,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"133,690.00"
HQSMS,17-09-12,0000020614,ACAPS,CHE,ENGINEERING SERVICES,"119,350.00"
SYR01,16-09-12,0000003116,MHD. BASEM AL-MOUNAKKEL CO.,SYR,RECREATIONAL/PLAYGROUND EQUIP,"575,000.00"
HQSMS,14-09-12,0000020599,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"564,000.00"
HQSMS,14-09-12,0000020600,BIDCO OIL REFINERIES LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"311,375.00"
HQSMS,14-09-12,0000020604,BOSS PRO-TEC,DEU,GENERAL CARGO TRUCKS,"125,420.33"
COD01,14-09-12,0000004396,ENGEN RDC,COD,PETROL/BENZINE,"293,000.00"
SSD01,13-09-12,0000000291,DALMAR TRANSPORTERS LTD,SDN,TRANSPORT SUPPORT,"109,900.00"
HQSMS,12-09-12,0000020586,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"186,549.67"
KEN01,11-09-12,0000005243,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"142,433.23"
HQSMS,11-09-12,0000020572,VAN VLIET XL GROUP FZE,ARE,GENERAL CARGO TRUCKS,"141,217.06"
HQSMS,10-09-12,0000020565,KITCHEN ESSENTIALS,IND,WATER CANS,"102,000.00"
THA01,10-09-12,0000000754,INSTITUTE OF HUMAN RIGHTS &PEACE STUDIES,THA,FINANCIAL SERVICES,"130,000.00"
HQSMS,09-09-12,0000020560,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"135,841.17"
IRQ01,07-09-12,0000001437,International for foam and Mattresses,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"166,800.00"
IRQ01,07-09-12,0000001438,Al Sami General Trade Company Ltd,JOR,COOKING STOVES,"288,000.00"
KEN01,06-09-12,0000005226,HASS PETROLEUM (K) LTD,KEN,DIESEL,"313,946.59"
HQSMS,06-09-12,0000020546,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"173,764.12"
MMR01,06-09-12,0000001012,Zwe Construction,MMR,MAINTENANCE/ CONSTRUCTION SER,"191,049.91"
