Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,04/06/2013,0000023173,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"119,075.00"
HQSMS,04/06/2013,0000023175,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"119,075.00"
JOR01,04/06/2013,0000002016,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"444,518.14"
HQSMS,05/06/2013,0000023187,HCL Technologies Limited,IND,COMPUTER SERVICES,"142,665.00"
HQSMS,05/06/2013,0000023190,SAUD BAHWAN AUTOMOTIVE LLC,OMN,SPARE PARTS/ ACCESSORIES,"110,653.30"
ETH01,06/06/2013,0000002603,SWIDISH CIVIL CONTINGENCIES AGENCY/MSB,SWE,FINANCIAL SERVICES,"177,318.96"
ETH01,06/06/2013,0000002607,SOMALI REGION GUARD LIMITED ASSOCATION,ETH,SECURITY/ SAFETY SERVICES,"116,107.01"
HQSMS,06/06/2013,0000023197,ALPINTER,BEL,KITCHENWARE,"264,096.00"
HQSMS,06/06/2013,0000023204,NATIONAL TENT HOUSE,PAK,BLANKETS,"856,556.80"
HQSMS,06/06/2013,0000023205,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"418,235.60"
HQSMS,06/06/2013,0000023206,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"163,900.00"
JOR01,06/06/2013,0000002025,IMAD OMAR HAFEZ AL NESNAS,BHR,BUSINESS/ ADMINISTRATIVE SER,"177,500.00"
JOR01,06/06/2013,0000002028,Irbid District Electricity Company LTD,JOR,UTILITIES,"706,214.69"
KEN01,06/06/2013,0000005956,TECHNO RELIEF SERVICES LTD,KEN,PERSONAL CARE PRODUCTS,"406,348.39"
LBN01,06/06/2013,0000000783,MIC1  SAL,LBN,TELECOMS SERVICES,"210,000.00"
SYR01,06/06/2013,0000003347,MHD. BASEM AL-MOUNAKKEL,KWT,SOAP/CLEANING /HYGIENE SUPPLIE,"829,350.00"
UGA01,06/06/2013,0000003614,UNDP RESIDENT REPRESENTATIVE,UGA,BUSINESS/ ADMINISTRATIVE SER,"174,437.82"
HQSMS,07/06/2013,0000023218,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BLANKETS,"398,361.60"
LBN01,07/06/2013,0000000787,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"127,737.65"
JOR01,09/06/2013,0000002032,Moh'd Abdalrahaman Salameh & partner Co.,JOR,MAINTENANCE/ CONSTRUCTION SER,"282,485.88"
BEL01,11/06/2013,0000000820,ENDEMOL NEDERLAND B.V.,NLD,ADVERTISING/ INFORMATION SER,"110,821.38"
HQSMS,11/06/2013,0000023238,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"329,530.00"
HQSMS,12/06/2013,0000023240,CISCO SYSTEMS INC,USA,NETWORK COMPONENTS / ACCESS,"112,746.20"
HQSMS,12/06/2013,0000023243,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"512,542.37"
HQSMS,12/06/2013,0000023245,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"170,847.46"
HQSMS,12/06/2013,0000023248,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"168,458.02"
JOR01,12/06/2013,0000002040,Moh'd Abdalrahaman Salameh & partner Co.,JOR,MAINTENANCE/ CONSTRUCTION SER,"127,033.90"
HQSMS,13/06/2013,0000023251,"NISSAN TRADING CO., LTD.",JPN,4x4 STATION WAGON,"316,677.23"
HQSMS,13/06/2013,0000023256,TOYOTA MOTOR CORPORATION,JPN,SEDAN,"1,973,928.48"
HQSMS,13/06/2013,0000023257,TOYOTA MOTOR CORPORATION,JPN,DELIVERY VEHICLES/ PICK-UPS,"151,796.36"
NER01,13/06/2013,0000000262,ENTREPRISE ISSA YOUSSOUF,NER,MAINTENANCE/ CONSTRUCTION SER,"147,283.34"
SSD01,13/06/2013,0000000849,SARRON CONSTRUCTION LTD,SSD,CARGO/PASSENGER TRANSPORT,"271,186.44"
HQSMS,14/06/2013,0000023259,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,929,420.00"
HQSMS,14/06/2013,0000023266,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"228,120.58"
HQSMS,14/06/2013,0000023267,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"188,003.88"
HQSMS,14/06/2013,0000023268,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"394,000.00"
NGA01,14/06/2013,0000000774,LIZON VENTURES,NGA,BLANKETS,"185,677.08"
IRQ01,15/06/2013,0000001672,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"279,310.00"
ETH01,17/06/2013,0000002619,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"1,359,223.31"
HQSMS,17/06/2013,0000023283,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"358,205.47"
SSD01,17/06/2013,0000000854,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"547,500.00"
HQSMS,18/06/2013,0000023304,DANOFFICE PLC,DNK,MISC OFFICE EQUIP,"225,689.90"
HQSMS,19/06/2013,0000023315,MICROSOFT IRELAND OPERATIONS LTD,IRL,COMPUTER SERVICES,"143,806.83"
TUR01,19/06/2013,0000001118,AKKASLAR DAY.TUK.MAL.ELEK.LTD.STI,TUR,REFRIGERATOR / FREEZER,"2,598,930.48"
TUR01,19/06/2013,0000001119,HAKSEL BURO MOBILYALARI SAN. VE TIC,TUR,HOUSEHOLD FURNITURE/EQUIPMENT,"4,674,545.45"
TUR01,19/06/2013,0000001120,ASPER DAYANIKLI TUKETIM MAMULLERI OTOMOT,TUR,REFRIGERATOR / FREEZER,"1,178,288.77"
TUR01,19/06/2013,0000001121,ASEL MADENI ESYA SANAYI VE TICARET A.S,TUR,COOKING STOVES,"128,342.25"
TUR01,19/06/2013,0000001122,BELIVA MUTFAK ESYALARI SAN.TIC.LTD.STI,TUR,COOKING STOVES,"221,504.28"
YEM01,19/06/2013,0000002335,UNITED NATIONS OFFICE FOR PROJECT SERVIC,JOR,BUSINESS/ ADMINISTRATIVE SER,"303,491.00"
BDI01,20/06/2013,0000000580,INTERPETROL BURUNDI,BDI,DIESEL,"129,812.96"
HQSMS,20/06/2013,0000023321,E.S. TUNIS AND ASSOCIATES,CAN,FINANCIAL SERVICES,"206,871.00"
HQSMS,20/06/2013,0000023323,WORLDFA EXPORTS PVT. LTD.,IND,KITCHENWARE,"697,200.00"
HQSMS,20/06/2013,0000023329,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"154,331.30"
HQSMS,20/06/2013,0000023336,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"151,120.00"
HQSMS,21/06/2013,0000023345,NUTRISET SA,FRA,PREPARED/ PRESERVED FOODS,"103,764.41"
HQSMS,21/06/2013,0000023346,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"430,050.00"
HQSMS,21/06/2013,0000023347,M.K. EXIM (INDIA) LIMITED,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"440,725.00"
HQSMS,21/06/2013,0000023348,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"206,877.44"
HQSMS,21/06/2013,0000023351,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"240,853.98"
KEN01,24/06/2013,0000006030,GALANA OIL KENYA LIMITED,KEN,DIESEL,"321,251.93"
HQSMS,25/06/2013,0000023379,DANOFFICE PLC,DNK,COMPUTERS,"153,650.00"
HQSMS,25/06/2013,0000023391,HCL Technologies Limited,IND,COMPUTER SERVICES,"108,768.00"
JOR01,25/06/2013,0000002068,The Motor Vehicles Trading CO.,JOR,MINIBUSES/ BUSES,"110,000.00"
JOR01,26/06/2013,0000002074,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"376,856.87"
JOR01,26/06/2013,0000002076,Buk Auto A/S,DNK,MINIBUSES/ BUSES,"110,322.00"
PAK01,26/06/2013,0000004124,CAR KPK - GOVERNMENT OF PAKISTAN,PAK,BUSINESS/ ADMINISTRATIVE SER,"147,183.60"
SSD01,26/06/2013,0000000862,KU-TENG TRADE & INVESTMENT CO. LTD,SDN,ROOFING MATERIAL,"145,762.71"
HQSMS,27/06/2013,0000023402,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"329,396.44"
HQSMS,27/06/2013,0000023408,ARMOURED PROJECT VEHICLE,GIB,ARMOURED VEHICLES,"407,297.99"
PSFRR,27/06/2013,0000000165,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"141,319.43"
SSD01,27/06/2013,0000000864,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"279,000.00"
NER01,28/06/2013,0000000290,ENTREPRISE FRERES OUMADAH,NER,UTILITIES,"111,862.20"
SSD01,28/06/2013,0000000869,PACIFIC ARCHITECTS AND ENGINEERS INC. (P,USA,MAINTENANCE/ CONSTRUCTION SER,"2,736,145.00"
COD01,30/06/2013,0000004844,WORLD FOOD PROGRAMME,ITA,CHARTERS,"418,012.35"
GRC01,30/06/2013,0000000759,COSMOS BUSINESS SYSTEMS. S.A.,GRC,MISC COMPUTER EQUIP/SUPPL,"129,618.32"
JOR01,30/06/2013,0000002080,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"376,856.87"
JOR01,30/06/2013,0000002083,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"376,856.87"
SYR01,30/06/2013,0000003356,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"796,000.00"
HQSMS,01/07/2013,0000023447,UNITED NATIONS GENERAL FUND,USA,BUSINESS/ ADMINISTRATIVE SER,"777,352.50"
HQSMS,01/07/2013,0000023450,ALPINTER,BEL,WATER CANS,"169,404.00"
PAK01,01/07/2013,0000004128,SAADULLAH KHAN & BROTHERS,PAK,MAINTENANCE/ CONSTRUCTION SER,"3,574,743.76"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
JOR01,02/07/2013,0000002088,Bibars Foam MFG.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"456,483.05"
JOR01,02/07/2013,0000002091,G4S Secure Solutions Int'l Inc. Jordan,JOR,SECURITY/ SAFETY SERVICES,"119,887.01"
KEN01,02/07/2013,0000006048,UNITED NATIONS OFFICE AT NAIROBI,KEN,MISC MEDICAL SUPPLIES,"330,182.75"
YEM01,02/07/2013,0000002347,STALLION SECURITY & SAFETY SERVICES LTD.,YEM,SECURITY/ SAFETY SERVICES,"130,973.00"
HQSMS,03/07/2013,0000023478,INDIA IMPEX,IND,LAMP/ LAMP COMPONENTS,"171,000.00"
SYR01,03/07/2013,0000003359,KINGDOM-BEIRUT SAL-(FOUR SEASONS HOTEL),LBN,BUSINESS/ ADMINISTRATIVE SER,"184,794.00"
HQSMS,04/07/2013,0000023485,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"135,317.46"
HQSMS,04/07/2013,0000023486,S&H SWITZERLAND,CHE,COMPUTER SERVICES,"177,777.78"
HQSMS,04/07/2013,0000023487,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"354,990.00"
HQSMS,04/07/2013,0000023499,CHEVIN FLEET SOLUTIONS,GBR,COMPUTER SERVICES,"344,000.00"
HQSMS,04/07/2013,0000023502,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"512,542.38"
MRT01,04/07/2013,0000000551,SOCIETE MOHAMED LEMINE ET FRERES (SA),MRT,PERSONAL CARE PRODUCTS,"264,642.75"
COD01,05/07/2013,0000004858,UNITED NATIONS DEVELOPMENT PROGRAM,COD,SECURITY/ SAFETY SERVICES,"302,623.06"
LBN01,05/07/2013,0000000841,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"135,290.00"
JOR01,08/07/2013,0000002104,Moh'd Abdalrahaman Salameh & partner Co.,JOR,MAINTENANCE/ CONSTRUCTION SER,"108,149.72"
SYR01,08/07/2013,0000003362,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"108,750.00"
KEN01,09/07/2013,0000006070,WFP SOMALIA,KEN,MEETING/TRAVEL/ FOOD SER,"433,660.28"
SYR01,10/07/2013,0000003365,SYRIATEL MOBILE TELECOM,SYR,TELECOMS SERVICES,"454,500.00"
TUR01,10/07/2013,0000001141,LIBRA TURIZM TICARET LTD STI.,TUR,MEETING/TRAVEL/ FOOD SER,"125,134.87"
HQSMS,11/07/2013,0000023553,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,DELIVERY VEHICLES/ PICK-UPS,"102,290.14"
HQSMS,11/07/2013,0000023554,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"106,000.00"
HQSMS,11/07/2013,0000023555,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"371,434.07"
HQSMS,11/07/2013,0000023556,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"242,710.05"
HQSMS,11/07/2013,0000023562,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,4x4 STATION WAGON,"215,364.06"
KEN01,11/07/2013,0000006080,GALANA OIL KENYA LIMITED,KEN,DIESEL,"317,703.49"
KEN01,11/07/2013,0000006081,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"348,837.21"
RWA01,11/07/2013,0000000924,DELTA PETROLEUM RWANDA LTD,RWA,DIESEL,"431,152.65"
HQSMS,12/07/2013,0000023566,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"477,100.00"
HQSMS,12/07/2013,0000023568,IMRES,NLD,MISC MEDICAL SUPPLIES,"222,900.00"
IRQ01,14/07/2013,0000001698,Samman & Co.,JOR,FINANCIAL SERVICES,"159,172.00"
ETH01,15/07/2013,0000002651,MILLION ALEMAYEHU GENERAL IMPORTER,ETH,CLOTHING,"242,961.87"
ETH01,15/07/2013,0000002652,FINCHETU BUSINESS PLC,ETH,PERSONAL CARE PRODUCTS,"224,637.24"
HQSMS,15/07/2013,0000023574,Anandtex International Private Limited,IND,BLANKETS,"660,926.90"
HQSMS,15/07/2013,0000023575,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"115,370.00"
HQSMS,15/07/2013,0000023595,Microsoft Switzerland Ltd. Liab Co.,CHE,COMPUTER SERVICES,"827,700.00"
SEN01,15/07/2013,0000001664,CONCEPT ALUMINIUM SA,SEN,MAINTENANCE/ CONSTRUCTION SER,"210,773.00"
SYR01,15/07/2013,0000003367,SAMER GHOSSEN,LBN,PERSONAL CARE PRODUCTS,"870,000.00"
SYR01,15/07/2013,0000003368,ALKHOULY & QURAIT,SYR,PERSONAL CARE PRODUCTS,"850,000.00"
SYR01,15/07/2013,0000003371,ALKUSTY FOR TRADING COMPANY,SYR,PERSONAL CARE PRODUCTS,"140,000.00"
HQSMS,16/07/2013,0000023602,TOYOTA MOTOR CORPORATION,JPN,PASSENGER VEHICLES,"154,086.14"
HQSMS,16/07/2013,0000023603,BALDEV WOOLLEN INTERNATIONAL,IND,KITCHENWARE,"343,544.88"
SEN01,16/07/2013,0000001666,SOCIETE CIVILE IMMO FAALO,SEN,BUSINESS/ ADMINISTRATIVE SER,"117,666.00"
SSD01,16/07/2013,0000000922,FANDASI ENGINEERING WORKS,SDN,MAINTENANCE/ CONSTRUCTION SER,"125,228.00"
SYR01,16/07/2013,0000003373,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"995,000.00"
SYR01,16/07/2013,0000003374,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"926,000.00"
HQSMS,17/07/2013,0000023618,UNITED NATIONS OFFICE AT GENEVA,CHE,BUSINESS/ ADMINISTRATIVE SER,"1,158,300.00"
MRT01,17/07/2013,0000000558,ETS O/ MOHAMED ABDELLAHI O/ AHMED NAJI,MRT,SOAP/CLEANING /HYGIENE SUPPLIE,"286,346.02"
PAK01,17/07/2013,0000004155,CANADEM,CAN,FINANCIAL SERVICES,"176,088.58"
SSD01,17/07/2013,0000000926,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"520,000.00"
SYR01,18/07/2013,0000003378,ALHOUDA CO.,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"1,024,500.00"
HQSMS,19/07/2013,0000023651,Bukkehave Corporation A/S,DNK,TYRES/ TYRE TUBES,"108,632.00"
HQSMS,19/07/2013,0000023652,ALPINTER,BEL,BLANKETS,"322,920.00"
HQSMS,19/07/2013,0000023656,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"415,800.00"
HQSMS,19/07/2013,0000023660,Paramount Tarpaulin Industries,PAK,BLANKETS,"533,964.75"
HQSMS,19/07/2013,0000023665,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"254,132.85"
KEN01,19/07/2013,0000006093,G4S SECURITY SERVICES (K) LTD,KEN,SECURITY/ SAFETY SERVICES,"118,681.53"
PAK01,19/07/2013,0000004159,ROYAL BUILDERS (PVT) LTD,PAK,MAINTENANCE/ CONSTRUCTION SER,"1,057,669.06"
HQSMS,22/07/2013,0000023674,HUGH WOOD INC,USA,INSURANCE SERVICES,"156,345.00"
HQSMS,22/07/2013,0000023676,VERSEIDAG BALLISTIC PROTECTION OY,FIN,PERSONAL SAFETY/ PROTECTION,"171,412.01"
HQSMS,22/07/2013,0000023678,PLANSON EUROPE,DNK,COMPUTERS,"161,480.00"
LBN01,22/07/2013,0000000863,FURNITURE AND PLASTICS INDUSTRIES SARL,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"188,616.12"
HQSMS,23/07/2013,0000023685,ARMOURED PROJECT VEHICLE,GIB,ARMOURED VEHICLES,"138,905.50"
HQSMS,24/07/2013,0000023687,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"341,694.92"
TUR01,24/07/2013,0000001157,ALKAN OTOMOTIV KAROSER SANAYI TIC. LTD.,TUR,VEHICLE BODIES/ TRAILERS,"8,770,193.40"
AFG01,25/07/2013,0000003171,DANOFFICE PLC,DNK,COMPUTERS,"152,111.50"
HQSMS,25/07/2013,0000023692,N-R-S INTERNATIONAL -  FZE,ARE,BLANKETS,"725,036.25"
HQSMS,25/07/2013,0000023694,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"178,279.01"
HQSMS,25/07/2013,0000023703,MEDIAEDGE:CIA INTERNATIONAL LIMITED,GBR,COMPUTER SERVICES,"376,784.00"
HQSMS,25/07/2013,0000023704,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"422,742.19"
KEN01,25/07/2013,0000006106,GALANA OIL KENYA LIMITED,KEN,DIESEL,"302,348.06"
HQSMS,26/07/2013,0000023716,HCL Technologies Limited,IND,COMPUTER SERVICES,"209,023.00"
HQSMS,26/07/2013,0000023719,PA CONSULTING SERVICES LIMITED,GBR,COMPUTER SERVICES,"145,832.06"
SOM01,26/07/2013,0000001020,G. Feron et de Clebsattel SA,FRA,PREFABRICATED House,"138,265.97"
SSD01,26/07/2013,0000000935,SARRON CONSTRUCTION LTD,SSD,CARGO/PASSENGER TRANSPORT,"111,111.11"
IRQ01,28/07/2013,0000001708,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"215,055.00"
BDI01,29/07/2013,0000000601,INTERPETROL BURUNDI,BDI,DIESEL,"130,743.10"
HQSMS,29/07/2013,0000023728,IMRES,NLD,MISC DRUGS,"169,661.00"
JOR01,29/07/2013,0000002150,Kuehne+Nagel,JOR,TRANSPORT SUPPORT,"282,485.88"
SSD01,29/07/2013,0000000940,UNMISS,CHE,TELECOMS SERVICES,"187,115.04"
LBN01,31/07/2013,0000000877,BOUSTANY  UNITED MACHINERIES CO.,LBN,TERRAIN VEHICLES,"364,000.00"
TCD01,31/07/2013,0000004113,EAU TRAVAUX ENERGIE Sarl (E.T.E),TCD,MAINTENANCE/ CONSTRUCTION SER,"136,768.24"
HQSMS,01/08/2013,0000023769,KITCHEN ESSENTIALS,IND,WATER CANS,"108,800.00"
HQSMS,01/08/2013,0000023781,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"156,192.00"
SYR01,01/08/2013,0000003388,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"119,625.00"
HQSMS,02/08/2013,0000023788,AL TASAHEEL (ASP) TRADING LLC,ARE,WATER COOLED POWER GENERATORS,"298,198.00"
HQSMS,02/08/2013,0000023794,BADGECOM GMBH,CHE,PRINTER/ PRINTER ACCESSORIES,"252,242.50"
ETH01,05/08/2013,0000002680,Tewfik Mohmmed Yonis,ETH,FUELS (UNSPECIFIED),"235,461.27"
ETH01,05/08/2013,0000002684,HAGOS KASSAY,ETH,CONSTRUCTION SUPPORT EQUIPMENT,"144,635.88"
HQSMS,05/08/2013,0000023801,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,4x4 STATION WAGON,"103,842.46"
HQSMS,05/08/2013,0000023803,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"695,172.40"
HQSMS,06/08/2013,0000023816,DAMCO DENMARK A/S,DNK,TRANSPORT SUPPORT,"107,460.22"
HQSMS,06/08/2013,0000023818,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"112,200.00"
HQSMS,07/08/2013,0000023821,BALDEV WOOLLEN INTERNATIONAL,IND,KITCHENWARE,"179,040.00"
HQSMS,07/08/2013,0000023824,RELTEX TARPAULINS (AFRICA) EPZ LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"104,955.00"
HQSMS,07/08/2013,0000023826,BALDEV WOOLLEN INTERNATIONAL,IND,KITCHENWARE,"128,380.00"
HQSMS,07/08/2013,0000023829,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"350,028.00"
HQSMS,07/08/2013,0000023833,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"149,730.00"
HQSMS,07/08/2013,0000023839,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"440,082.00"
JOR01,07/08/2013,0000002168,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"376,856.87"
JOR01,07/08/2013,0000002169,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"376,856.87"
JOR01,07/08/2013,0000002170,Food Security stores,JOR,PREPARED/ PRESERVED FOODS,"399,248.59"
KEN01,07/08/2013,0000006140,KNIGHT FRANK KENYA LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"304,943.10"
LBN01,07/08/2013,0000000882,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"137,110.00"
KOR01,09/08/2013,0000000518,"Doum & Nanum Co., Ltd.",KOR,ADVERTISING/ INFORMATION SER,"197,663.97"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
KOR01,09/08/2013,0000000519,Appco Korea Ltd.,KOR,ADVERTISING/ INFORMATION SER,"197,663.97"
HQSMS,10/08/2013,0000023870,NATIONAL TENT HOUSE,PAK,PERSONAL CARE PRODUCTS,"163,968.75"
COD01,12/08/2013,0000004915,WORLD FOOD PROGRAMME,ITA,CHARTERS,"2,046,000.00"
COG01,12/08/2013,0000001087,X-OIL  CONGO,COG,PETROL/BENZINE,"186,102.89"
COG01,12/08/2013,0000001088,X-OIL  CONGO,COG,DIESEL,"113,588.17"
HQSMS,12/08/2013,0000023873,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"126,454.00"
IRQ01,13/08/2013,0000001721,UNITED NATIONS ASS. MISSION FOR IRAQ,KWT,BUSINESS/ ADMINISTRATIVE SER,"101,005.00"
SDN01,13/08/2013,0000004687,Sudanese Tractor Company,SDN,AGRICULTURAL VEHICLES,"126,811.59"
SEN01,13/08/2013,0000001683,CERAM,SEN,UTILITIES,"214,594.41"
TUR01,13/08/2013,0000001184,ERSEL AKARYAKIT PETROL URUNLERI SAN TIC,TUR,SEWING/ KNITTING EQUIP/ SUPPL,"139,751.20"
HQSMS,14/08/2013,0000023889,UNITED NATIONS GENERAL FUND,USA,BUSINESS/ ADMINISTRATIVE SER,"261,403.50"
HQSMS,14/08/2013,0000023892,N-R-S INTERNATIONAL -  FZE,ARE,BLANKETS,"261,392.00"
SSD01,14/08/2013,0000000961,GAR-GAR TRANSPORTERS LTD,SSD,TRANSPORT SUPPORT,"410,980.00"
SYR01,14/08/2013,0000003395,THE INT. FOR FOAM&MATRESSES MANUFACTURIN,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"1,296,400.00"
SYR01,14/08/2013,0000003396,ALHOUDA CO.,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"597,000.00"
HQSMS,15/08/2013,0000023914,HEWLETT-PACKARD,CHE,COMPUTER SERVICES,"451,612.90"
PAK01,15/08/2013,0000004192,DEPARTMENT OF FOREIGN AFFAIRS AND TRADE,AUS,BUSINESS/ ADMINISTRATIVE SER,"111,276.39"
SSD01,15/08/2013,0000000962,SARRON CONSTRUCTION LTD,SSD,CARGO/PASSENGER TRANSPORT,"148,148.15"
HQSMS,16/08/2013,0000023915,TOYOTA MOTOR CORPORATION,JPN,DELIVERY VEHICLES/ PICK-UPS,"124,561.20"
HQSMS,16/08/2013,0000023916,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SAFETY/ RESCUE VEHICLE,"361,680.68"
HQSMS,16/08/2013,0000023918,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,TERRAIN VEHICLES,"430,189.68"
HQSMS,16/08/2013,0000023929,UltiSat Inc.,USA,MODEMS/ RELATED HARDWARE,"614,249.90"
ETH01,18/08/2013,0000002705,ISRAEL PRINTING & ADVERTISING,ETH,REGISTRATION EQUIP,"127,298.85"
ETH01,18/08/2013,0000002706,Pini'el printing,ETH,CLOTHING ACCESSORIES,"115,611.07"
JOR01,20/08/2013,0000002200,Jordan Pioneer For Metal Industry,JOR,PREFABRICATED House,"271,793.78"
ZWE01,20/08/2013,0000000358,PICKTALK INVESTMENTS,ZWE,MAIZE/CORN,"107,300.00"
HQSMS,22/08/2013,0000023941,DANOFFICE PLC,DNK,COMPUTERS,"105,035.75"
HQSMS,22/08/2013,0000023947,N-R-S INTERNATIONAL -  FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"335,575.00"
HQSMS,22/08/2013,0000023948,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"254,400.00"
JOR01,22/08/2013,0000002211,G4S Secure Solutions Int'l Inc. Jordan,JOR,SECURITY/ SAFETY SERVICES,"177,628.52"
DONIK,23/08/2013,0000000135,LATTER-DAY SAINT CHARITIES,USA,PERSONAL CARE PRODUCTS,"264,025.33"
HQSMS,23/08/2013,0000023955,ARMOURED PROJECT VEHICLE,GIB,ARMOURED VEHICLES,"141,300.42"
