Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,27/11/2018,0000044734,NOVACOM SERVICES,FRA,GFM VTS FEES,"250,000"
HQSMS,27/11/2018,0000044739,KITCHEN ESSENTIALS,IND,KITCHENWARE,"362,444"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,27/11/2018,0000044740,KITCHEN ESSENTIALS,IND,KITCHENWARE,"362,444"
HQSMS,27/11/2018,0000044741,KITCHEN ESSENTIALS,IND,KITCHENWARE,"1,263,897"
HQSMS,27/11/2018,0000044746,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"109,610"
HQSMS,27/11/2018,0000044753,IMRES,NLD,MISC DRUGS,"841,180"
IRQ01,27/11/2018,0000003588,AL-Fityan Company for Contracting,IRQ,MAINTENANCE/ CONSTRUCTION SER,"1,127,499"
KEN01,27/11/2018,0000011133,WFP SOMALIA,KEN,CHARTERS,"126,000"
LBCBI,27/11/2018,0000000134,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"135,975"
NER01,27/11/2018,0000002786,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"740,000"
NGA01,27/11/2018,0000001890,ETISALAT,NGA,TELECOMS SERVICES,"181,128"
SSD01,27/11/2018,0000003708,TAAM PETROLEUM LTD.,KEN,DIESEL,"202,839"
SYR01,27/11/2018,0000005182,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"4,133,780"
TDCBI,27/11/2018,0000000025,MILLICOM TCHAD/HCR,TCD,FINANCIAL SERVICES,"204,091"
AFCBI,26/11/2018,0000000003,ALI SHANG MSP,AFG,FINANCIAL SERVICES,"1,576,459"
AFCBI,26/11/2018,0000000004,ALI SHANG MSP,AFG,FINANCIAL SERVICES,"1,082,000"
AFCBI,26/11/2018,0000000005,ALI SHANG MSP,AFG,FINANCIAL SERVICES,"1,654,200"
BGD01,26/11/2018,0000001709,Infinity Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"107,802"
BGD01,26/11/2018,0000001710,Mirza steel builders.,BGD,MAINTENANCE/ CONSTRUCTION SER,"681,786"
ETH01,26/11/2018,0000007349,MENGESHA ABERA TRADING PLC,ETH,MAINTENANCE/ CONSTRUCTION SER,"119,432"
ETH01,26/11/2018,0000007350,FAST CHOICE LIMITED,KEN,HOUSEHOLD FURNITURE/EQUIPMENT,"248,826"
HQSMS,26/11/2018,0000044704,SPARTAN RELIEF SUPPLIES LIMITED,KEN,CLOTHING,"100,000"
HQSMS,26/11/2018,0000044705,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"123,424"
HQSMS,26/11/2018,0000044711,ALPINTER,BEL,BLANKETS,"305,424"
HQSMS,26/11/2018,0000044716,ALPINTER,BEL,BLANKETS,"580,608"
IRQ01,26/11/2018,0000003584,Belad Al Naser for General Trade & Contr,IRQ,MAINTENANCE/ CONSTRUCTION SER,"2,842,744"
KEN01,26/11/2018,0000011130,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"103,747"
LBN01,26/11/2018,0000003116,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"200,000"
LBN01,26/11/2018,0000003117,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"1,000,000"
LBN01,26/11/2018,0000003122,STE. TELESUPPORT INTERNATIONAL SAL,LBN,ADVERTISING/ INFORMATION SER,"641,300"
MEX01,26/11/2018,0000000750,JOCA INGENIERIA Y CONSTR SA DE CV,MEX,MAINTENANCE/ CONSTRUCTION SER,"169,289"
NLD01,26/11/2018,0000000075,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"120,068"
YECBI,26/11/2018,0000000028,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"7,196,263"
YECBI,26/11/2018,0000000029,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"2,530,955"
YECBI,26/11/2018,0000000030,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"3,421,427"
HQSMS,25/11/2018,0000044687,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"228,045"
IRQ01,25/11/2018,0000003583,Belad Al Naser for General Trade & Contr,IRQ,MAINTENANCE/ CONSTRUCTION SER,"2,525,042"
JOR01,24/11/2018,0000005460,DANOFFICE PLC,DNK,COMPUTERS,"118,500"
JOR01,24/11/2018,0000005460,DANOFFICE PLC,DNK,PRINTER/ PRINTER ACCESSORIES,"211,170"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
DONIK,23/11/2018,0000000579,Nike European Operations Netherlands B.V,NLD,FOOTWEAR,"136,410"
HQSMS,23/11/2018,0000044645,Better Shelter RHU AB,SWE,PREFABRICATED House,"238,909"
HQSMS,23/11/2018,0000044656,Better Shelter RHU AB,SWE,PREFABRICATED House,"164,250"
HQSMS,23/11/2018,0000044673,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
MEX01,23/11/2018,0000000749,URBANIZADORA Y CONSTRUCTORA IKMA SA DE C,MEX,MAINTENANCE/ CONSTRUCTION SER,"135,198"
NLD01,23/11/2018,0000000073,KR WaveMaker,FRA,ADVERTISING/ INFORMATION SER,"188,068"
PSFRR,23/11/2018,0000001338,OMICRON SERVIZI SRL,ITA,ADVERTISING/ INFORMATION SER,"224,432"
PSFRR,23/11/2018,0000001339,ITALIAN PROSALES SRL,ITA,ADVERTISING/ INFORMATION SER,"665,341"
PSFRR,23/11/2018,0000001343,METADONORS SRL,ITA,ADVERTISING/ INFORMATION SER,"137,500"
THA01,23/11/2018,0000001649,RMA Automotive Company Limited,THA,ENGINEERING SERVICES,"112,653"
UGA01,23/11/2018,0000007131,HONDA UGANDA LTD,UGA,MOTORIZED CYCLES,"120,000"
UKR01,23/11/2018,0000002815,LOGISTIKDON LTD,RUS,CONCRETE/ CEMENT/ PLASTER,"132,601"
GRC01,22/11/2018,0000003135,DANOFFICE PLC,DNK,COMPUTERS,"148,624"
HQSMS,22/11/2018,0000044622,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"132,397"
HQSMS,22/11/2018,0000044629,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"405,080"
IRQ01,22/11/2018,0000003581,Jawharat Al-Sharq Company,IRQ,STORAGE/PACKING/HANDLING,"159,825"
SYR01,22/11/2018,0000005175,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"111,850"
SYR01,22/11/2018,0000005176,ATEA,DNK,COMPUTERS,"276,648"
TZA01,22/11/2018,0000004177,SUNFLAG (TANZANIA) LIMITED,TZA,CLOTHING,"231,547"
UGA01,22/11/2018,0000007129,HONDA UGANDA LTD,UGA,MOTORIZED CYCLES,"157,500"
UNOPS,22/11/2018,0000000361,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"105,732"
BRA01,21/11/2018,0000000560,APA COMERCIO DE IMOVEIS LTDA,BRA,BEDCLOTHES/ MATRESSES/ TOWELS,"226,042"
DONIK,21/11/2018,0000000578,UNDP,TCD,MOSQUITO NET,"223,905"
HQSMS,21/11/2018,0000044573,RELIEFLINE KENYA LTD,KEN,PERSONAL CARE PRODUCTS,"336,000"
HQSMS,21/11/2018,0000044577,Shree Balaji Woollen Mills,IND,BLANKETS,"132,365"
HQSMS,21/11/2018,0000044580,Bollore Logistics India Limited,IND,CARGO/PASSENGER TRANSPORT,"106,392"
HQSMS,21/11/2018,0000044586,MEC AFRICA LTD,KEN,ADVERTISING/ INFORMATION SER,"315,000"
HQSMS,21/11/2018,0000044587,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"111,150"
HQSMS,21/11/2018,0000044590,PRICE WATERHOUSE COOPERS,CHE,FINANCIAL SERVICES,"137,587"
HQSMS,21/11/2018,0000044596,PLANSON INTERNATIONAL CORPORATION,USA,COMPUTERS,"215,472"
HQSMS,21/11/2018,0000044597,KUEHNE + NAGEL A/S,DNK,CHARTERS,"109,800"
HQSMS,21/11/2018,0000044607,NATIONAL TENT HOUSE,PAK,BLANKETS,"126,490"
KECBI,21/11/2018,0000000003,EQUITY BANK KENYA LTD,KEN,FINANCIAL SERVICES,"172,416"
LBCBI,21/11/2018,0000000133,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"9,408,375"
LBN01,21/11/2018,0000003109,NEXtCARE LEBANON SAL,LBN,CIVIL AFFAIRS SERVICES,"17,145,573"
LBN01,21/11/2018,0000003110,NEXtCARE LEBANON SAL,LBN,CIVIL AFFAIRS SERVICES,"600,000"
TUR01,21/11/2018,0000005267,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,LAMP/ LAMP COMPONENTS,"154,600"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TUR01,21/11/2018,0000005268,2AA TIP TEKNOLOJILERI VE BILGI SISTEMLER,TUR,SOAP/CLEANING /HYGIENE SUPPLIE,"286,250"
TUR01,21/11/2018,0000005269,ALTUNOZ ITHALAT IHRACAT SANAYI,TUR,BEDCLOTHES/ MATRESSES/ TOWELS,"1,858,038"
YECBI,21/11/2018,0000000027,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"658,477"
BRA01,20/11/2018,0000000559,"F. DOS SANTOS, Francirley",BRA,DOORS/ WINDOWS/ GLASS,"116,313"
DONIK,20/11/2018,0000000577,Fast Retailing Co. Ltd.,JPN,CLOTHING,"305,497"
HQSMS,20/11/2018,0000044547,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"151,375"
HQSMS,20/11/2018,0000044565,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"552,150"
IRN01,20/11/2018,0000006481,BARIN PENDAR TRADING & SERVICE CO.,IRN,SECURITY/ SAFETY SERVICES,"114,214"
KEN01,20/11/2018,0000011113,UNITED NATIONS OFFICE AT NAIROBI,KEN,HEALTHCARE SERVICES,"188,010"
THA01,20/11/2018,0000001648,RMA Automotive Company Limited,THA,ENGINEERING SERVICES,"291,829"
DONIK,19/11/2018,0000000574,Fast Retailing Co. Ltd.,JPN,CLOTHING,"1,983,118"
DONIK,19/11/2018,0000000575,Fast Retailing Co. Ltd.,JPN,CLOTHING,"1,660,082"
DONIK,19/11/2018,0000000576,TOMS SHOES LLC,USA,FOOTWEAR,"561,315"
HQSMS,19/11/2018,0000044524,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"111,600"
HQSMS,19/11/2018,0000044525,"NISSAN TRADING CO., LTD.",JPN,4x4 STATION WAGON,"105,513"
HQSMS,19/11/2018,0000044539,Better Shelter RHU AB,SWE,PREFABRICATED House,"119,455"
HQSMS,19/11/2018,0000044542,Better Shelter RHU AB,SWE,PREFABRICATED House,"597,273"
KEN01,19/11/2018,0000011108,UNITED NATIONS OFFICE AT NAIROBI,KEN,SECURITY/ SAFETY SERVICES,"131,166"
KEN01,19/11/2018,0000011110,RIARA CONSTRUCTION  AND ENGINEERING LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"120,000"
LBCBI,19/11/2018,0000000129,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"254,400"
LBCBI,19/11/2018,0000000131,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"213,500"
LBN01,19/11/2018,0000002779,ELECTRICITE DU LIBAN,LBN,UTILITIES,"136,722"
TRCBI,19/11/2018,0000000054,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"307,164"
SYR01,18/11/2018,0000005166,AHMAD TAHANI AL-MAJZOUB,SYR,AIR CONDITIONING EQUIP/ SUPPL,"337,700"
SYR01,18/11/2018,0000005167,KARDISI Co.,IRQ,AIR CONDITIONING EQUIP/ SUPPL,"1,038,170"
HQSMS,16/11/2018,0000044495,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"112,670"
LBY01,16/11/2018,0000000697,UNDP - LIBYA,LBY,BUSINESS/ ADMINISTRATIVE SER,"412,310"
PAN01,16/11/2018,0000000788,INTERNATIONAL FEDERATION OF RED CROSS,PAN,STAFF EMERGENCY KIT,"131,605"
TUR01,16/11/2018,0000005233,SEHA MUHENDISLIK MUSAVIRLIK TICARET,TUR,COMPUTERS,"154,222"
VEN01,16/11/2018,0000001983,DANIA MARYURI COLMENARES MOLINA,VEN,STORAGE/PACKING/HANDLING,"139,343"
YEM01,16/11/2018,0000003449,UNICEF YEMEN,YEM,BUSINESS/ ADMINISTRATIVE SER,"139,865"
EGCBI,15/11/2018,0000000010,Egyptian Post Authority,EGY,BUSINESS/ ADMINISTRATIVE SER,"463,402"
EGCBI,15/11/2018,0000000011,Egyptian Post Authority,EGY,FINANCIAL SERVICES,"442,186"
HQSMS,15/11/2018,0000044469,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"658,324"
HQSMS,15/11/2018,0000044470,HCL Technologies Limited,IND,SOFTWARE,"407,880"
HQSMS,15/11/2018,0000044473,TOYOTA MOTOR CORPORATION,JPN,SEDAN,"628,000"
HQSMS,15/11/2018,0000044474,Scan Global Logistics A/S,DNK,CARGO/PASSENGER TRANSPORT,"257,802"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,15/11/2018,0000044482,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"114,840"
HQSMS,15/11/2018,0000044483,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"164,257"
HQSMS,15/11/2018,0000044483,TOYOTA MOTOR CORPORATION,JPN,MINIBUS,"294,561"
LBCBI,15/11/2018,0000000128,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"1,200,000"
SYR01,15/11/2018,0000005163,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"199,043"
HQSMS,14/11/2018,0000044427,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"197,780"
HQSMS,14/11/2018,0000044440,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,242,761"
HQSMS,14/11/2018,0000044443,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"448,409"
HQSMS,14/11/2018,0000044445,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,784,133"
HQSMS,14/11/2018,0000044448,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,418,157"
HQSMS,14/11/2018,0000044453,WIPRO LIMITED,IND,FINANCIAL SERVICES,"102,310"
HQSMS,14/11/2018,0000044454,SPARTAN RELIEF SUPPLIES LIMITED,KEN,KITCHENWARE,"254,100"
HQSMS,14/11/2018,0000044455,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"3,691,268"
HQSMS,14/11/2018,0000044459,Panalpina Danmark Filial af Panalpina AB,DNK,CARGO/PASSENGER TRANSPORT,"873,000"
JOR01,14/11/2018,0000005447,ATEA,DNK,COMPUTERS,"625,958"
SCG02,14/11/2018,0000002274,AUTOTRADE sh.p.k.,KOS,4x4 STATION WAGON,"220,000"
SCG02,14/11/2018,0000002274,AUTOTRADE sh.p.k.,KOS,SEDAN,"143,864"
SYCBI,14/11/2018,0000000020,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"565,046"
SYCBI,14/11/2018,0000000021,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"565,046"
SYCBI,14/11/2018,0000000022,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"204,484"
TRCBI,14/11/2018,0000000053,PTTBANK,TUR,FINANCIAL SERVICES,"163,783"
UGA01,14/11/2018,0000007105,Great Out Come Limited,UGA,PERSONAL CARE PRODUCTS,"114,080"
HQSMS,13/11/2018,0000044407,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"121,601"
LBCBI,13/11/2018,0000000126,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"22,500,000"
LBR01,13/11/2018,0000002238,TOTAL LIBERIA INC.,LBR,DIESEL,"110,000"
SDN01,13/11/2018,0000006442,ALWAHA FOR SUPPLIES CO. LTD,ARE,SOAP/CLEANING /HYGIENE SUPPLIE,"177,863"
SYCBI,13/11/2018,0000000019,ASYLUM SEEKERS/REFUGEES,SYR,FINANCIAL SERVICES,"1,653,790"
UGA01,13/11/2018,0000007102,HOTEL ZAWADI LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"163,183"
UGA01,13/11/2018,0000007103,LEAM INTERNATIONAL LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"145,360"
UNOPS,13/11/2018,0000000031,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"252,989"
ETH01,12/11/2018,0000007215,T AND S TRADING P.L.C,ETH,AIR CONDITIONING EQUIP/ SUPPL,"198,518"
HQSMS,12/11/2018,0000044387,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"569,964"
HQSMS,12/11/2018,0000044401,Shree Balaji Woollen Mills,IND,BLANKETS,"562,637"
HQSMS,12/11/2018,0000044402,Shree Balaji Woollen Mills,IND,BLANKETS,"890,842"
NER01,12/11/2018,0000002762,ACS AIR CHARTER (PTY) LTD,ZAF,CARGO/PASSENGER TRANSPORT,"113,636"
RSHNA,12/11/2018,0000001328,UNITED NATIONS OFFICE AT NAIROBI,KEN,BUSINESS/ ADMINISTRATIVE SER,"103,306"
SOCBI,12/11/2018,0000000004,Standard Chartered Somalia,SOM,BUSINESS/ ADMINISTRATIVE SER,"1,700,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
SOCBI,12/11/2018,0000000004,Standard Chartered Somalia,SOM,FINANCIAL SERVICES,"800,000"
SYR01,12/11/2018,0000005157,ISPERCO/ Youssef Esper,SYR,SOAP/CLEANING /HYGIENE SUPPLIE,"212,992"
SYR01,12/11/2018,0000005158,ALHOUDA SARL,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"245,265"
TUR01,12/11/2018,0000005220,PAPILON SAVUNMA GUVENLIK SIST,TUR,DATA COLLECTION EQUIPMENT,"474,896"
TUR01,12/11/2018,0000005222,MANPOWER INSAN KAYNAKLARI LIMITED SIRKET,TUR,BUSINESS/ ADMINISTRATIVE SER,"5,867,519"
YEM01,12/11/2018,0000003447,Mohammed Al-Hadi office,YEM,CARGO/PASSENGER TRANSPORT,"189,712"
HQSMS,10/11/2018,0000044368,KITCHEN ESSENTIALS,IND,KITCHENWARE,"347,256"
HQSMS,10/11/2018,0000044370,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"421,766"
HQSMS,10/11/2018,0000044373,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"416,911"
HQSMS,10/11/2018,0000044380,ATEA,DNK,COMPUTERS,"130,900"
DONIK,09/11/2018,0000000572,United Arab Emirates,CHE,CARGO/PASSENGER TRANSPORT,"251,000"
GRCBI,09/11/2018,0000000045,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"536,324"
HQSMS,09/11/2018,0000044355,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"672,078"
HQSMS,09/11/2018,0000044359,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"717,051"
TZA01,09/11/2018,0000004163,EFT TEMP.ACCOUNT,TZA,FINANCIAL SERVICES,"286,487"
HQSMS,08/11/2018,0000044322,MARKET & OPINION RESEARCH INTERNATIONAL,GBR,BUSINESS/ ADMINISTRATIVE SER,"192,748"
HQSMS,08/11/2018,0000044324,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"314,860"
HQSMS,08/11/2018,0000044325,NRS Relief FZE,ARE,WATER BUCKET/ BASINE,"179,712"
HQSMS,08/11/2018,0000044328,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"118,228"
HQSMS,08/11/2018,0000044331,CENTURY AUTOMOBILES (NAIROBI) LIMITED,KEN,SPARE PARTS/ ACCESSORIES,"141,960"
HQSMS,08/11/2018,0000044334,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"236,145"
HQSMS,08/11/2018,0000044336,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"157,430"
IRQ01,08/11/2018,0000003570,Iraq Al-Iquhowan company,IRQ,DIESEL,"367,121"
JOR01,08/11/2018,0000005440,Bibars Foam MFG.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"139,831"
KEN01,08/11/2018,0000011087,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"138,343"
MXCBI,08/11/2018,0000000023,SI VALE MEXICO S.A. DE C.V.,MEX,BUSINESS/ ADMINISTRATIVE SER,"116,147"
HQSMS,07/11/2018,0000044296,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
HQSMS,07/11/2018,0000044311,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"562,600"
HQSMS,07/11/2018,0000044316,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"134,455"
COL01,06/11/2018,0000004206,CENTURY MEDIA S.A.S.,COL,ADVERTISING/ INFORMATION SER,"109,722"
HQSMS,06/11/2018,0000044247,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"393,575"
HQSMS,06/11/2018,0000044251,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,06/11/2018,0000044255,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"236,145"
HQSMS,06/11/2018,0000044257,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,06/11/2018,0000044262,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"197,393"
HQSMS,06/11/2018,0000044264,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"197,393"
HQSMS,06/11/2018,0000044270,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"157,430"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,06/11/2018,0000044271,EDILSIDER S.P.A.,ITA,PREFABRICATED House,"111,385"
HQSMS,06/11/2018,0000044275,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
HQSMS,06/11/2018,0000044278,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
HQSMS,06/11/2018,0000044279,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"141,750"
NLD01,06/11/2018,0000000069,Streetwise Marketing& Promotion Group BV,NLD,ADVERTISING/ INFORMATION SER,"113,335"
SOM01,06/11/2018,0000002657,TANA COPENHAGEN KENYA LIMITED,KEN,FINANCIAL SERVICES,"103,470"
SYR01,06/11/2018,0000005152,TAREK SAYEGH Est For Trading&Contracting,LBN,STRUCTURAL BUILDING PRODUCTS /,"481,190"
SYR01,06/11/2018,0000005153,Joseph and Elie Sanossian Company,SYR,STRUCTURAL BUILDING PRODUCTS /,"1,084,821"
TRCBI,06/11/2018,0000000047,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"345,644"
TZA01,06/11/2018,0000004161,SOAP AND ALLIED INDUSTRIES LIMITED,TZA,SOAP/CLEANING /HYGIENE SUPPLIE,"346,626"
YEM01,06/11/2018,0000003435,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"141,366"
HQSMS,05/11/2018,0000044215,ALPINTER,BEL,BLANKETS,"689,472"
HQSMS,05/11/2018,0000044222,NATIONAL TENT HOUSE,PAK,BLANKETS,"246,879"
HQSMS,05/11/2018,0000044225,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"172,350"
HQSMS,05/11/2018,0000044227,NATIONAL TENT HOUSE,PAK,BLANKETS,"246,879"
HQSMS,05/11/2018,0000044229,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,05/11/2018,0000044231,NRS Relief FZE,ARE,BLANKETS,"122,220"
HQSMS,05/11/2018,0000044236,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"201,474"
HQSMS,05/11/2018,0000044240,Shree Balaji Woollen Mills,IND,BLANKETS,"147,852"
JOR01,05/11/2018,0000005430,Al-Edwan Contracting Company,JOR,MAINTENANCE/ CONSTRUCTION SER,"169,789"
RWA01,05/11/2018,0000001651,NYINAWAJAMBO COMPANY LTD,RWA,MAINTENANCE/ CONSTRUCTION SER,"140,301"
RWA01,05/11/2018,0000001652,NYINAWAJAMBO COMPANY LTD,RWA,MAINTENANCE/ CONSTRUCTION SER,"157,694"
RWCBI,05/11/2018,0000000062,EQUITY BANK LIMITED-RWANDA,RWA,FINANCIAL SERVICES,"117,519"
THA01,05/11/2018,0000001639,SALESWORKS LIMITED,THA,ADVERTISING/ INFORMATION SER,"120,156"
UGA01,05/11/2018,0000007054,SOUTHERN RANGE NYANZA LIMITED,UGA,PERSONAL CARE PRODUCTS,"418,834"
YECBI,05/11/2018,0000000025,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"4,081,182"
JOR01,04/11/2018,0000005424,Jordan Pioneer For Metal Industry,JOR,PREFABRICATED House,"108,086"
JOR01,04/11/2018,0000005426,Jordan Mobile Telephone Service Company,JOR,ADVERTISING/ INFORMATION SER,"125,706"
YEM01,04/11/2018,0000003432,SAMADAN STORES,YEM,CARGO/PASSENGER TRANSPORT,"168,220"
YEM01,04/11/2018,0000003433,MUSTAFA KAID MOHAMED,YEM,TRANSPORT SUPPORT,"450,000"
SYR01,03/11/2018,0000005147,SHEMA COMPANY,SYR,MAINTENANCE/ CONSTRUCTION SER,"837,422"
CAF01,02/11/2018,0000002061,TRADEX CENTRAFRIQUE,CAF,DIESEL,"122,979"
HQSMS,02/11/2018,0000044204,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"232,407"
KOR01,02/11/2018,0000000864,Salesworks Korea LLC,KOR,ADVERTISING/ INFORMATION SER,"672,309"
TCD01,02/11/2018,0000006464,NECOBAG,TCD,MAINTENANCE/ CONSTRUCTION SER,"136,268"
TCD01,02/11/2018,0000006465,ETS MBA ( MAHAMAT BRAHIM ABAKAR ),TCD,MAINTENANCE/ CONSTRUCTION SER,"101,483"
ETH01,01/11/2018,0000007166,SUGAR CORPORATION,ETH,FUELS (UNSPECIFIED),"137,286"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
KEN01,01/11/2018,0000011069,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,ROOFING MATERIAL,"128,072"
KEN01,01/11/2018,0000011069,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,"STRUCTURAL MATERIALS ( TIMBER,","194,346"
LBCBI,01/11/2018,0000000119,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"4,863,075"
SYR01,01/11/2018,0000005144,KHULUD SIRRI HALABI / DHL Express,LBN,CARGO/PASSENGER TRANSPORT,"150,000"
TRCBI,01/11/2018,0000000042,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"218,097"
