Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,19/12/2017,0000041132,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"452,895"
HQSMS,19/12/2017,0000041133,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"228,620"
HQSMS,19/12/2017,0000041145,CODAN LTD.,AUS,HF EQUIPMENT,"317,859"
HQSMS,19/12/2017,0000041158,IMRES,NLD,MISC DRUGS,"165,234"
HQSMS,19/12/2017,0000041160,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"120,510"
IRN01,19/12/2017,0000006377,MINISTRY OF EDUCATION AND TRAINING,IRN,BUSINESS/ ADMINISTRATIVE SER,"989,114"
IRQ01,19/12/2017,0000003340,Idris Latif Hamad Ameen,IRQ,STORAGE/PACKING/HANDLING,"279,125"
KEN01,19/12/2017,0000010399,ROBKINGS GENERAL SERVICES LIMITED,KEN,MAINTENANCE/ CONSTRUCTION SER,"149,630"
KEN01,19/12/2017,0000010407,POWERPOINT SYSTEMS (E.A) LTD,KEN,ELECTRICAL SUPPL,"145,412"
LBN01,19/12/2017,0000002716,Khalife Computer and Office Machinery,LBN,SCHOOL SUPPLIES,"2,743,200"
LBN01,19/12/2017,0000002719,MEDILAB S.A.R.L.,LBN,TECHING/ TRAINING EQUIPMENT,"149,974"
MEX01,19/12/2017,0000000603,JOCA INGENIERIA Y CONSTR SA DE CV,MEX,MAINTENANCE/ CONSTRUCTION SER,"161,812"
PAK01,19/12/2017,0000005646,VARIAN MEDICAL SYSTEM INTERNATIONAL AG,CHE,MISC MEDICAL SUPPLIES,"5,000,000"
PAK01,19/12/2017,0000005647,TOSHIBA MEDICAL SYSTEMS CORPORATION,JPN,MISC MEDICAL SUPPLIES,"750,000"
SDN01,19/12/2017,0000006231,SALMA SMART SOLUTIONS CO. LTD,SDN,LAMP/ LAMP COMPONENTS,"156,205"
SDN01,19/12/2017,0000006232,ELKHAZEEN FOR TRADING & CONTRACTING,SDN,WATER BUCKET/ BASINE,"149,035"
SDN01,19/12/2017,0000006233,ELKHAZEEN FOR TRADING & CONTRACTING,SDN,CLOTHING,"449,203"
SDN01,19/12/2017,0000006234,Galgalo Transportation Services Enterpri,SDN,PERSONAL CARE PRODUCTS,"449,405"
SSD01,19/12/2017,0000003317,Emaha General Construction & Trading Co,UGA,MAINTENANCE/ CONSTRUCTION SER,"126,718"
SYR01,19/12/2017,0000004897,ALHOUDA SARL,LBN,CLOTHING,"541,280"
SYR01,19/12/2017,0000004898,ALKUSTY FOR TRADING COMPANY S.A.L,LBN,CLOTHING,"635,800"
SYR01,19/12/2017,0000004900,AHMAD TAHANI AL-MAJZOUB,SYR,AIR CONDITIONING EQUIP/ SUPPL,"370,600"
SYR01,19/12/2017,0000004904,ITC Pharma Ahmad Baalbaki Drugstore,SYR,MISC DRUGS,"127,866"
TUR01,19/12/2017,0000004334,HEXAGON METROLOGY MAKINE TICARET VE,TUR,MEASURING/TESTING EQUIP/ SUPPL,"105,000"
TUR01,19/12/2017,0000004357,SERENAS ULUSLARARASI TURIZM KONGRE,TUR,MEETING/TRAVEL/ FOOD SER,"118,826"
UGA01,19/12/2017,0000006479,CONTRA (U) LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"139,016"
UGA01,19/12/2017,0000006480,KEJATU QUALITY SERVICES LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"110,942"
UGA01,19/12/2017,0000006481,CRESTANKS LIMITED,UGA,WATER PIPES/ RELATED SUPPLIERS,"159,371"
UGA01,19/12/2017,0000006488,YANJIAN UGANDA COMPANY LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"1,362,661"
CONTR,18/12/2017,0000001944,UKRPINCHUK IVAN ANATOLIOVYCH,UKR,FINANCIAL SERVICES,"210,000"
DONIK,18/12/2017,0000000490,SWISS AGENCY FOR DEVELPMNT & COOPERATION,GEO,BUSINESS/ ADMINISTRATIVE SER,"139,000"
ESH01,18/12/2017,0000000416,MIR BOUFELDJA,DZA,MAINTENANCE/ CONSTRUCTION SER,"108,676"
GRC01,18/12/2017,0000002551,PREPAID FINANCIAL SERVICES LTD,GBR,FINANCIAL SERVICES,"148,859"
HQSMS,18/12/2017,0000041085,SPARTAN RELIEF SUPPLIES LIMITED,KEN,CLOTHING,"490,000"
HQSMS,18/12/2017,0000041091,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"229,297"
HQSMS,18/12/2017,0000041106,IMRES,NLD,MISC DRUGS,"201,367"
HQSMS,18/12/2017,0000041111,IMRES,NLD,MISC DRUGS,"176,425"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,18/12/2017,0000041113,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"102,646"
IRQ01,18/12/2017,0000003330,AL HELAL CO FOR FOAM,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"1,200,000"
IRQ01,18/12/2017,0000003331,AL HELAL CO FOR FOAM,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"445,200"
IRQ01,18/12/2017,0000003332,Al Sami General Trade Company Ltd.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"221,998"
IRQ01,18/12/2017,0000003333,Board of Relief and Humanitarian Affairs,IRQ,BUSINESS/ ADMINISTRATIVE SER,"100,000"
IRQ01,18/12/2017,0000003334,Al Sami General Trade Company Ltd.,JOR,HOUSEHOLD FURNITURE/EQUIPMENT,"110,461"
IRQ01,18/12/2017,0000003335,Darya Organization for Dev. Woman & Comm,IRQ,BUSINESS/ ADMINISTRATIVE SER,"322,714"
KEN01,18/12/2017,0000010386,TSAVO WILD DESIGN AND INTERIOR LIMITED,KEN,MAINTENANCE/ CONSTRUCTION SER,"111,793"
KEN01,18/12/2017,0000010388,SYNCHROLITE GENERAL CONTRACTORS LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"111,767"
LBN01,18/12/2017,0000002712,Khalife Computer and Office Machinery,LBN,SCHOOL SUPPLIES,"835,908"
LBN01,18/12/2017,0000002714,CARETEK S.A.L.,LBN,TECHING/ TRAINING EQUIPMENT,"249,594"
PSFRR,18/12/2017,0000001155,STARCOM ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"279,621"
SDN01,18/12/2017,0000006225,AL FARIS AL ARABI IMPORT & EXPORT,SDN,WATER CANS,"139,730"
SYR01,18/12/2017,0000004890,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"369,668"
TUR01,18/12/2017,0000004292,PAPILON SAVUNMA GUVENLIK SIST,TUR,DATA COLLECTION EQUIPMENT,"283,520"
TUR01,18/12/2017,0000004298,2AA TIP TEKNOLOJILERI VE BILGI SISTEMLER,TUR,SOAP/CLEANING /HYGIENE SUPPLIE,"114,500"
TUR01,18/12/2017,0000004327,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"634,592"
YEM01,18/12/2017,0000003228,ALMAZEN COMPUTER ACCESSORIES,YEM,COMPUTERS,"100,900"
HQSMS,17/12/2017,0000041077,KEID S.A.L,LBN,WATER COOLED POWER GENERATORS,"300,385"
HQSMS,17/12/2017,0000041081,DANOFFICE PLC,DNK,COMPUTERS,"821,600"
IRQ01,17/12/2017,0000003329,Muslim Aid Iraq,IRQ,BUSINESS/ ADMINISTRATIVE SER,"1,308,455"
SSD01,17/12/2017,0000003312,G.S CONSTRUCTION CO. LTD,SSD,MAINTENANCE/ CONSTRUCTION SER,"144,641"
SYR01,17/12/2017,0000004881,ALFAISALIAH MEDICAL SYSTEMS CO.,SYR,MISC MEDICAL SUPPLIES,"146,090"
SYR01,17/12/2017,0000004882,MHD. BASEM AL-MOUNAKKEL,KWT,CLOTHING,"2,447,620"
HQSMS,16/12/2017,0000041064,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"143,328"
IRQ01,16/12/2017,0000003322,Anwar Alslalah Co.,IRQ,AIR CONDITIONING EQUIP/ SUPPL,"284,200"
IRQ01,16/12/2017,0000003323,TOP SOURCES TRADING LTD,HKG,COOKING STOVES,"207,280"
IRQ01,16/12/2017,0000003324,Den Land for General Trading Contracting,IRQ,SOAP/CLEANING /HYGIENE SUPPLIE,"127,280"
IRQ01,16/12/2017,0000003325,Al Sami General Trade Company Ltd.,JOR,HOUSEHOLD FURNITURE/EQUIPMENT,"524,987"
IRQ01,16/12/2017,0000003326,Al Sami General Trade Company Ltd.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"599,980"
TUR01,16/12/2017,0000004275,TORAMANLAR MUHENDISLIK MIMARLIK PROJE,TUR,MAINTENANCE/ CONSTRUCTION SER,"113,043"
TUR01,16/12/2017,0000004288,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"140,463"
HQSMS,15/12/2017,0000041035,WHO (UNICC),CHE,COMPUTER SERVICES,"239,726"
HQSMS,15/12/2017,0000041038,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"122,467"
HQSMS,15/12/2017,0000041041,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"651,166"
HQSMS,15/12/2017,0000041043,DANOFFICE PLC,DNK,COMPUTERS,"151,080"
HQSMS,15/12/2017,0000041045,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"175,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,15/12/2017,0000041049,EntServ Schweiz GmbH,CHE,COMPUTER SERVICES,"208,000"
HQSMS,15/12/2017,0000041059,THE MEDICAL EXPORT GROUP BV,NLD,MISC DRUGS,"200,443"
LBN01,15/12/2017,0000002704,Luna For General Trading,LBN,MAINTENANCE/ CONSTRUCTION SER,"150,000"
TUR01,15/12/2017,0000004261,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"3,028,890"
TUR01,15/12/2017,0000004266,SERENAS ULUSLARARASI TURIZM KONGRE,TUR,MEETING/TRAVEL/ FOOD SER,"114,589"
TUR01,15/12/2017,0000004270,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"108,164"
TUR01,15/12/2017,0000004271,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"331,123"
TUR01,15/12/2017,0000004273,KULTUR SANAT BASIMEVI REKL. VE ORG. SAN,TUR,PRINTED MEDIA,"186,548"
UGA01,15/12/2017,0000006470,DANISH REFUGEE COUNCIL,DNK,BUSINESS/ ADMINISTRATIVE SER,"158,340"
BDI01,14/12/2017,0000001111,NIYONDEZI LEOPOLD,BDI,ROOFING MATERIAL,"112,043"
COD01,14/12/2017,0000007000,ENGEN,COD,DIESEL,"190,400"
DONIK,14/12/2017,0000000487,TOMS SHOES LLC,USA,FOOTWEAR,"1,440,806"
DONIK,14/12/2017,0000000488,United Arab Emirates,CHE,CARGO/PASSENGER TRANSPORT,"284,000"
ETH01,14/12/2017,0000006276,MILLION ALEMAYEHU GENERAL IMPORTER,ETH,CLOTHING,"377,306"
ETH01,14/12/2017,0000006279,FINCHETU BUSINESS PLC,ETH,PERSONAL CARE PRODUCTS,"250,046"
ETH01,14/12/2017,0000006292,CHEKOLE BELETE BUILDING CONTRACTOR,ETH,MAINTENANCE/ CONSTRUCTION SER,"122,295"
HQSMS,14/12/2017,0000040986,HCL Technologies Limited,IND,FINANCIAL SERVICES,"267,597"
HQSMS,14/12/2017,0000040987,HCL Technologies Limited,IND,FINANCIAL SERVICES,"391,972"
HQSMS,14/12/2017,0000041002,IMRES,NLD,CARGO/PASSENGER TRANSPORT,"198,124"
HQSMS,14/12/2017,0000041002,IMRES,NLD,MISC DRUGS,"2,485,488"
HQSMS,14/12/2017,0000041003,HESCO BASTION LTD.,GBR,PERSONAL SAFETY/ PROTECTION,"323,300"
HQSMS,14/12/2017,0000041005,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"305,118"
HQSMS,14/12/2017,0000041006,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"426,870"
HQSMS,14/12/2017,0000041008,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"876,983"
HQSMS,14/12/2017,0000041010,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"876,983"
HQSMS,14/12/2017,0000041013,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"174,000"
HQSMS,14/12/2017,0000041015,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"2,217,549"
HQSMS,14/12/2017,0000041019,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"231,000"
HQSMS,14/12/2017,0000041022,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"491,302"
HQSMS,14/12/2017,0000041026,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"442,009"
IRQ01,14/12/2017,0000003320,Asia Hawala,IRQ,FINANCIAL SERVICES,"2,400,000"
KOR01,14/12/2017,0000000819,Appco Korea Ltd.,KOR,ADVERTISING/ INFORMATION SER,"510,830"
MEX01,14/12/2017,0000000599,CONSTRUCTORA MADE INGENIEROS S.A. DE C.V,MEX,MAINTENANCE/ CONSTRUCTION SER,"193,273"
SDN01,14/12/2017,0000006217,BLUE NILE MASHREG BANK,SDN,FINANCIAL SERVICES,"126,291"
SYR01,14/12/2017,0000004876,KARDISI Co.,IRQ,MAINTENANCE/ CONSTRUCTION SER,"117,127"
SYR01,14/12/2017,0000004878,FLYING HORSE S.A.L ( OFF SHORE ),LBN,CLOTHING,"4,047,235"
TCD01,14/12/2017,0000006187,MILLICOM TCHAD/HCR,TCD,FINANCIAL SERVICES,"200,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TCD01,14/12/2017,0000006188,MILLICOM TCHAD/HCR,TCD,FINANCIAL SERVICES,"2,403,846"
TCD01,14/12/2017,0000006190,Entreprise de Construction du Lac ELB,TCD,MAINTENANCE/ CONSTRUCTION SER,"129,516"
TUR01,14/12/2017,0000004238,2AA TIP TEKNOLOJILERI VE BILGI SISTEMLER,TUR,SOAP/CLEANING /HYGIENE SUPPLIE,"195,223"
TUR01,14/12/2017,0000004239,ALTUNOZ ITHALAT IHRACAT SANAYI,TUR,BEDCLOTHES/ MATRESSES/ TOWELS,"477,400"
BFA01,13/12/2017,0000000874,CFAO MOTORS BURKINA FASO,BFA,DELIVERY VEHICLES/ PICK-UPS,"151,760"
BGD01,13/12/2017,0000001281,Shopno Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"102,866"
DONIK,13/12/2017,0000000486,UPS Foundation,USA,CARGO/PASSENGER TRANSPORT,"265,000"
HQSMS,13/12/2017,0000040956,NISSAN TRADING EUROPE LTD,NLD,4x4 DC PICK-UP,"288,058"
HQSMS,13/12/2017,0000040960,HCL Technologies Limited,IND,SOFTWARE,"242,494"
HQSMS,13/12/2017,0000040961,HCL Technologies Limited,IND,SOFTWARE,"247,500"
HQSMS,13/12/2017,0000040978,TOYOTA GIBRALTAR STOCKHOLDINGS LTD,GBR,SPARE PARTS/ ACCESSORIES,"281,776"
LBY01,13/12/2017,0000000523,Akmar aljazeera ltd,LBY,BEDCLOTHES/ MATRESSES/ TOWELS,"450,000"
NER01,13/12/2017,0000002439,GASSO SARL,NER,MAINTENANCE/ CONSTRUCTION SER,"100,775"
RWA01,13/12/2017,0000001524,ECHNM LTD,RWA,MAINTENANCE/ CONSTRUCTION SER,"218,219"
SDN01,13/12/2017,0000006207,ALMAROM ENGINEERING,SDN,MAINTENANCE/ CONSTRUCTION SER,"123,960"
TUR01,13/12/2017,0000004234,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"484,736"
TUR01,13/12/2017,0000004235,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"137,849"
BGD01,12/12/2017,0000001278,S. M. ENTERPRISE,BGD,FUELS (UNSPECIFIED),"105,059"
BGD01,12/12/2017,0000001279,Kuehne+Nagel Ltd.,BGD,CARGO/PASSENGER TRANSPORT,"124,500"
GRC01,12/12/2017,0000002539,VODAFONE- PANAFON AEET,GRC,TELECOMS SERVICES,"112,559"
HQSMS,12/12/2017,0000040886,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"528,640"
HQSMS,12/12/2017,0000040893,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"207,621"
HQSMS,12/12/2017,0000040918,NOVACOM SERVICES,FRA,SATELLITE EQUIP/ ACCESSORIES,"287,500"
HQSMS,12/12/2017,0000040919,NOVACOM SERVICES,FRA,SATELLITE EQUIP/ ACCESSORIES,"115,000"
HQSMS,12/12/2017,0000040920,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"615,195"
HQSMS,12/12/2017,0000040925,HCL Technologies Limited,IND,SOFTWARE,"495,000"
HQSMS,12/12/2017,0000040937,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"501,219"
HQSMS,12/12/2017,0000040946,DANOFFICE PLC,DNK,COMPUTERS,"186,543"
IRQ01,12/12/2017,0000003315,Jawharat Al-Sharq Company,IRQ,CARGO/PASSENGER TRANSPORT,"200,000"
IRQ01,12/12/2017,0000003316,Spectrum Engineering Consultants,IRQ,FINANCIAL SERVICES,"431,250"
LBN01,12/12/2017,0000002684,INKRIPT IDENTIFICATION TECHNOLOGIES SAL,LBN,COMPUTER SERVICES,"103,900"
PSFRR,12/12/2017,0000001138,ITALIAN PROSALES SRL,ITA,ADVERTISING/ INFORMATION SER,"449,371"
PSFRR,12/12/2017,0000001141,STARCOM ITALIA SRL,ITA,ADVERTISING/ INFORMATION SER,"194,393"
SDN01,12/12/2017,0000006203,Hamtech Communications Co.Ltd,USA,NETWORK COMPONENTS / ACCESS,"150,249"
TUR01,12/12/2017,0000004213,SERENAS ULUSLARARASI TURIZM KONGRE,TUR,MEETING/TRAVEL/ FOOD SER,"453,766"
TUR01,12/12/2017,0000004225,YAKUPOGLU TEKSTIL VE DERI SAN. TIC. A.S,TUR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,520,000"
CAF01,11/12/2017,0000001905,ULTIMATE AIR FZ LLC,ARE,CARGO/PASSENGER TRANSPORT,"1,316,700"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
ETH01,11/12/2017,0000006246,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"159,737"
HQSMS,11/12/2017,0000040845,PLANSON INTERNATIONAL CO.,USA,PRINTER/ PRINTER ACCESSORIES,"256,680"
HQSMS,11/12/2017,0000040848,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"171,973"
HQSMS,11/12/2017,0000040857,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"121,800"
HQSMS,11/12/2017,0000040859,KITCHEN ESSENTIALS,IND,KITCHENWARE,"461,656"
HQSMS,11/12/2017,0000040863,MARKET & OPINION RESEARCH INTERNATIONAL,GBR,BUSINESS/ ADMINISTRATIVE SER,"283,064"
HQSMS,11/12/2017,0000040865,ALPINTER,BEL,BLANKETS,"124,416"
HQSMS,11/12/2017,0000040869,WIPRO LIMITED,IND,FINANCIAL SERVICES,"103,143"
HQSMS,11/12/2017,0000040871,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"322,596"
HQSMS,11/12/2017,0000040884,TOYOTA MOTOR CORPORATION,JPN,4x4 DC PICK-UP,"314,677"
HQSMS,11/12/2017,0000040884,TOYOTA MOTOR CORPORATION,JPN,4x4 SC PICP-UP,"275,650"
HQSMS,11/12/2017,0000040884,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"1,314,336"
HQSMS,11/12/2017,0000040884,TOYOTA MOTOR CORPORATION,JPN,MINIBUS,"178,601"
HQSMS,11/12/2017,0000040884,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"146,756"
MRT01,11/12/2017,0000001065,Etablissement Sahel Prestations Services,MRT,SOAP/CLEANING /HYGIENE SUPPLIE,"149,898"
MRT01,11/12/2017,0000001066,ALY TIDJANY DIAGANA (ATD SARL),MRT,SOAP/CLEANING /HYGIENE SUPPLIE,"147,258"
SDN01,11/12/2017,0000006202,WFP Emergency Operation in Sudan,SDN,SECURITY/ SAFETY SERVICES,"324,286"
TCD01,11/12/2017,0000006181,ETS ABBAS MAHAMOUD,TCD,CONCRETE/ CEMENT/ PLASTER,"114,872"
THA01,11/12/2017,0000001510,UN ESCAP,THA,BUSINESS/ ADMINISTRATIVE SER,"106,788"
UGA01,11/12/2017,0000006463,CITY OIL UGANDA LIMITED,UGA,DIESEL,"149,012"
HQSMS,10/12/2017,0000040821,CODAN LTD.,AUS,HF EQUIPMENT,"630,314"
HQSMS,10/12/2017,0000040822,ICOM FRANCE,FRA,VHF EQUIPMENT,"149,852"
HQSMS,10/12/2017,0000040824,DANOFFICE PLC,DNK,COMPUTERS,"244,360"
IRQ01,10/12/2017,0000003310,Belad Al Naser for General Trade & Contr,IRQ,WATER CANS,"136,328"
JORMN,10/12/2017,0000000362,IrisGuard Inc,GBR,COMPUTER SERVICES,"153,699"
SYR01,10/12/2017,0000004870,AL Aniss Trading Company,SYR,COOKING STOVES,"112,615"
DONIK,08/12/2017,0000000485,United Arab Emirates,CHE,CARGO/PASSENGER TRANSPORT,"250,000"
GRC01,08/12/2017,0000002528,EMMANOUIL TZANETOS & SIA E.E.,GRC,MEETING/TRAVEL/ FOOD SER,"198,499"
HQSMS,08/12/2017,0000040791,HCL Technologies Limited,IND,SOFTWARE,"102,951"
HQSMS,08/12/2017,0000040794,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"100,290"
HQSMS,08/12/2017,0000040795,WIPRO LIMITED,IND,FINANCIAL SERVICES,"463,055"
MEX01,08/12/2017,0000000598,ASTURIAS CONST Y PROYECTOS SA DE C.V.,MEX,MAINTENANCE/ CONSTRUCTION SER,"100,325"
NLD01,08/12/2017,0000000005,MEDIAEDGE:CIA INTERNATIONAL LIMITED,GBR,ADVERTISING/ INFORMATION SER,"135,722"
TUR01,08/12/2017,0000004205,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"1,047,948"
BGD01,07/12/2017,0000001268,Asian Disaster Preparedness Center (ADPC,THA,ENGINEERING SERVICES,"117,459"
HQSMS,07/12/2017,0000040761,NUTRISET SAS,FRA,PREPARED/ PRESERVED FOODS,"113,765"
HQSMS,07/12/2017,0000040763,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"1,095,276"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,07/12/2017,0000040766,KITCHEN ESSENTIALS,IND,KITCHENWARE,"114,410"
HQSMS,07/12/2017,0000040770,CODAN LTD.,AUS,HF EQUIPMENT,"228,342"
HQSMS,07/12/2017,0000040775,NATIONAL TENT HOUSE,PAK,BLANKETS,"137,894"
HQSMS,07/12/2017,0000040782,IMRES,NLD,MISC DRUGS,"647,381"
HQSMS,07/12/2017,0000040784,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"172,647"
IRQ01,07/12/2017,0000003308,Asia Hawala,IRQ,BUSINESS/ ADMINISTRATIVE SER,"910,000"
MEX01,07/12/2017,0000000597,ONTWICE INTERACTIVE SERVICES DE MEXICO,MEX,ADVERTISING/ INFORMATION SER,"152,373"
SDN01,07/12/2017,0000006198,BIDI STEEL BUILDING,SDN,MAINTENANCE/ CONSTRUCTION SER,"332,758"
SDN01,07/12/2017,0000006198,BIDI STEEL BUILDING,SDN,PREFABRICATED House,"307,376"
TUR01,07/12/2017,0000004192,MRC TASARIM PROJE YONETIMI,TUR,MAINTENANCE/ CONSTRUCTION SER,"609,432"
TUR01,07/12/2017,0000004200,SECURITAS GUVENLIK SISTEMLERI A.S.,TUR,SECURITY/ SAFETY SERVICES,"199,153"
BGD01,06/12/2017,0000001265,Afif International,BGD,CLOTHING,"1,506,439"
COG01,06/12/2017,0000001762,LAVAREL - ENVIRONNEMENT,COG,MAINTENANCE/ CONSTRUCTION SER,"207,599"
GRC01,06/12/2017,0000002522,ADDMA,GRC,CIVIL AFFAIRS SERVICES,"336,989"
HQSMS,06/12/2017,0000040733,UltiSat Inc.,USA,TELECOMS SERVICES,"780,000"
HQSMS,06/12/2017,0000040743,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"2,737,084"
HQSMS,06/12/2017,0000040744,ELCA INFORMATIQUE SA,CHE,FINANCIAL SERVICES,"293,008"
IRQ01,06/12/2017,0000003306,Qalay Nogharan,IRQ,CARGO/PASSENGER TRANSPORT,"187,007"
LBY01,06/12/2017,0000000513,Migrant Offshore Aid Station,MLT,CHARTERS,"149,526"
NGA01,06/12/2017,0000001574,SIRT AGRO VENTURES,NGA,RICE,"112,803"
TUR01,06/12/2017,0000004181,SECURITAS GUVENLIK SISTEMLERI A.S.,TUR,SECURITY/ SAFETY SERVICES,"206,390"
ZMB01,06/12/2017,0000001785,TOYOTA ZAMBIA LIMITED,ZMB,BUS,"116,224"
ZMB01,06/12/2017,0000001786,TOYOTA ZAMBIA LIMITED,ZMB,GENERAL CARGO TRUCKS,"335,361"
GRC01,05/12/2017,0000002519,ADDMA,GRC,CIVIL AFFAIRS SERVICES,"1,421,801"
HQSMS,05/12/2017,0000040725,DANOFFICE PLC,DNK,COMPUTERS,"111,403"
HQSMS,05/12/2017,0000040726,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"120,137"
TCD01,05/12/2017,0000006158,LHASSA CONSULTING FZE,ARE,ENGINEERING SERVICES,"150,550"
TUR01,05/12/2017,0000004178,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"167,770"
TUR01,05/12/2017,0000004179,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"623,223"
TUR01,05/12/2017,0000004180,UDEA UZMAN DENEYSEL ELEKTRONIK ARASTIRMA,TUR,HOUSEHOLD FURNITURE/EQUIPMENT,"658,905"
YEM01,05/12/2017,0000003211,SHUEI ALMAYMOONI FOR LIMITED CONTRACTING,YEM,MAINTENANCE/ CONSTRUCTION SER,"300,000"
YEM01,05/12/2017,0000003212,UNIVERSAL YEMEN FOR LOGISTIC SUPPORT,YEM,MAINTENANCE/ CONSTRUCTION SER,"300,000"
BGD01,04/12/2017,0000001260,M/S. Haider Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"101,099"
HQSMS,04/12/2017,0000040685,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"1,194,800"
HQSMS,04/12/2017,0000040686,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"212,674"
HQSMS,04/12/2017,0000040687,Brigham and Women's Physicians Organizat,USA,SOFTWARE,"144,320"
HQSMS,04/12/2017,0000040699,ARB Corporation Ltd.,AUS,SPARE PARTS/ ACCESSORIES,"185,764"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,04/12/2017,0000040707,EDILSIDER S.P.A.,ITA,PREFABRICATED House,"163,299"
IRQ01,04/12/2017,0000003292,AL HELAL CO FOR FOAM,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"150,000"
